time (UTC),aFRR-_capacity_marginal_price[(EUR/MW)/h]
2023-08-26 06:00:00 UTC+0000,13.94
2023-08-26 10:00:00 UTC+0000,62.83
2023-08-26 14:00:00 UTC+0000,9.58
2023-08-26 18:00:00 UTC+0000,1.7
2023-08-26 22:00:00 UTC+0000,3.6
2023-08-27 02:00:00 UTC+0000,4.0
2023-08-27 06:00:00 UTC+0000,14.0
2023-08-27 10:00:00 UTC+0000,47.89
2023-08-27 14:00:00 UTC+0000,9.84
2023-08-27 18:00:00 UTC+0000,1.75
2023-08-27 22:00:00 UTC+0000,4.79
2023-08-28 02:00:00 UTC+0000,67.58
2023-08-28 06:00:00 UTC+0000,10.52
2023-08-28 10:00:00 UTC+0000,27.83
2023-08-28 14:00:00 UTC+0000,6.58
2023-08-28 18:00:00 UTC+0000,2.11
2023-08-28 22:00:00 UTC+0000,9.09
2023-08-29 02:00:00 UTC+0000,18.78
2023-08-29 06:00:00 UTC+0000,19.21
2023-08-29 10:00:00 UTC+0000,24.91
2023-08-29 14:00:00 UTC+0000,8.02
2023-08-29 18:00:00 UTC+0000,3.56
2023-08-29 22:00:00 UTC+0000,4.96
2023-08-30 02:00:00 UTC+0000,9.5
2023-08-30 06:00:00 UTC+0000,10.45
2023-08-30 10:00:00 UTC+0000,23.18
2023-08-30 14:00:00 UTC+0000,5.87
2023-08-30 18:00:00 UTC+0000,2.25
2023-08-30 22:00:00 UTC+0000,4.49
2023-08-31 02:00:00 UTC+0000,7.41
2023-08-31 06:00:00 UTC+0000,199.0
2023-08-31 10:00:00 UTC+0000,24.1
2023-08-31 14:00:00 UTC+0000,5.26
2023-08-31 18:00:00 UTC+0000,1.91
2023-08-31 22:00:00 UTC+0000,3.97
2023-09-01 02:00:00 UTC+0000,5.88
2023-09-01 06:00:00 UTC+0000,24.69
2023-09-01 10:00:00 UTC+0000,21.31
2023-09-01 14:00:00 UTC+0000,4.45
2023-09-01 18:00:00 UTC+0000,1.52
2023-09-01 22:00:00 UTC+0000,3.51
2023-09-02 02:00:00 UTC+0000,5.1
2023-09-02 06:00:00 UTC+0000,17.1
2023-09-02 10:00:00 UTC+0000,34.91
2023-09-02 14:00:00 UTC+0000,6.5
2023-09-02 18:00:00 UTC+0000,1.45
2023-09-02 22:00:00 UTC+0000,3.39
2023-09-03 02:00:00 UTC+0000,4.75
2023-09-03 06:00:00 UTC+0000,19.18
2023-09-03 10:00:00 UTC+0000,56.46
2023-09-03 14:00:00 UTC+0000,16.36
2023-09-03 18:00:00 UTC+0000,1.5
2023-09-03 22:00:00 UTC+0000,3.73
2023-09-04 02:00:00 UTC+0000,4.34
2023-09-04 06:00:00 UTC+0000,13.54
2023-09-04 10:00:00 UTC+0000,30.53
2023-09-04 14:00:00 UTC+0000,7.91
2023-09-04 18:00:00 UTC+0000,1.36
2023-09-04 22:00:00 UTC+0000,3.19
2023-09-05 02:00:00 UTC+0000,3.79
2023-09-05 06:00:00 UTC+0000,10.95
2023-09-05 10:00:00 UTC+0000,25.86
2023-09-05 14:00:00 UTC+0000,5.94
2023-09-05 18:00:00 UTC+0000,1.17
2023-09-05 22:00:00 UTC+0000,2.65
2023-09-06 02:00:00 UTC+0000,3.1
2023-09-06 06:00:00 UTC+0000,9.48
2023-09-06 10:00:00 UTC+0000,22.11
2023-09-06 14:00:00 UTC+0000,4.83
2023-09-06 18:00:00 UTC+0000,1.02
2023-09-06 22:00:00 UTC+0000,2.37
2023-09-07 02:00:00 UTC+0000,2.68
2023-09-07 06:00:00 UTC+0000,8.96
2023-09-07 10:00:00 UTC+0000,27.91
2023-09-07 14:00:00 UTC+0000,4.57
2023-09-07 18:00:00 UTC+0000,0.95
2023-09-07 22:00:00 UTC+0000,2.13
2023-09-08 02:00:00 UTC+0000,2.25
2023-09-08 06:00:00 UTC+0000,137.29
2023-09-08 10:00:00 UTC+0000,428.5
2023-09-08 14:00:00 UTC+0000,120.46
2023-09-08 18:00:00 UTC+0000,0.99
2023-09-08 22:00:00 UTC+0000,3.45
2023-09-09 02:00:00 UTC+0000,3.83
2023-09-09 06:00:00 UTC+0000,41.97
2023-09-09 10:00:00 UTC+0000,94.0
2023-09-09 14:00:00 UTC+0000,32.35
2023-09-09 18:00:00 UTC+0000,1.4
2023-09-09 22:00:00 UTC+0000,3.2
2023-09-10 02:00:00 UTC+0000,3.43
2023-09-10 06:00:00 UTC+0000,38.84
2023-09-10 10:00:00 UTC+0000,92.52
2023-09-10 14:00:00 UTC+0000,20.85
2023-09-10 18:00:00 UTC+0000,1.76
2023-09-10 22:00:00 UTC+0000,2.85
2023-09-11 02:00:00 UTC+0000,3.38
2023-09-11 06:00:00 UTC+0000,22.04
2023-09-11 10:00:00 UTC+0000,61.77
2023-09-11 14:00:00 UTC+0000,13.4
2023-09-11 18:00:00 UTC+0000,1.62
2023-09-11 22:00:00 UTC+0000,40.67
2023-09-12 02:00:00 UTC+0000,15.0
2023-09-12 06:00:00 UTC+0000,21.82
2023-09-12 10:00:00 UTC+0000,92.0
2023-09-12 14:00:00 UTC+0000,10.42
2023-09-12 18:00:00 UTC+0000,5.99
2023-09-12 22:00:00 UTC+0000,14.25
2023-09-13 02:00:00 UTC+0000,10.85
2023-09-13 06:00:00 UTC+0000,19.0
2023-09-13 10:00:00 UTC+0000,67.14
2023-09-13 14:00:00 UTC+0000,43.33
2023-09-13 18:00:00 UTC+0000,4.45
2023-09-13 22:00:00 UTC+0000,14.13
2023-09-14 02:00:00 UTC+0000,10.9
2023-09-14 06:00:00 UTC+0000,59.0
2023-09-14 10:00:00 UTC+0000,57.0
2023-09-14 14:00:00 UTC+0000,31.67
2023-09-14 18:00:00 UTC+0000,6.47
2023-09-14 22:00:00 UTC+0000,11.49
2023-09-15 02:00:00 UTC+0000,8.97
2023-09-15 06:00:00 UTC+0000,24.01
2023-09-15 10:00:00 UTC+0000,45.67
2023-09-15 14:00:00 UTC+0000,19.0
2023-09-15 18:00:00 UTC+0000,4.3
2023-09-15 22:00:00 UTC+0000,9.31
2023-09-16 02:00:00 UTC+0000,7.87
2023-09-16 06:00:00 UTC+0000,26.2
2023-09-16 10:00:00 UTC+0000,59.53
2023-09-16 14:00:00 UTC+0000,18.73
2023-09-16 18:00:00 UTC+0000,3.52
2023-09-16 22:00:00 UTC+0000,7.98
2023-09-17 02:00:00 UTC+0000,7.38
2023-09-17 06:00:00 UTC+0000,26.94
2023-09-17 10:00:00 UTC+0000,78.73
2023-09-17 14:00:00 UTC+0000,19.0
2023-09-17 18:00:00 UTC+0000,3.55
2023-09-17 22:00:00 UTC+0000,9.91
2023-09-18 02:00:00 UTC+0000,9.56
2023-09-18 06:00:00 UTC+0000,18.25
2023-09-18 10:00:00 UTC+0000,53.1
2023-09-18 14:00:00 UTC+0000,14.96
2023-09-18 18:00:00 UTC+0000,3.39
2023-09-18 22:00:00 UTC+0000,18.82
2023-09-19 02:00:00 UTC+0000,12.67
2023-09-19 06:00:00 UTC+0000,24.92
2023-09-19 10:00:00 UTC+0000,90.0
2023-09-19 14:00:00 UTC+0000,28.01
2023-09-19 18:00:00 UTC+0000,5.6
2023-09-19 22:00:00 UTC+0000,41.33
2023-09-20 02:00:00 UTC+0000,24.23
2023-09-20 06:00:00 UTC+0000,53.0
2023-09-20 10:00:00 UTC+0000,121.67
2023-09-20 14:00:00 UTC+0000,368.0
2023-09-20 18:00:00 UTC+0000,6.08
2023-09-20 22:00:00 UTC+0000,34.0
2023-09-21 02:00:00 UTC+0000,19.46
2023-09-21 06:00:00 UTC+0000,42.87
2023-09-21 10:00:00 UTC+0000,74.54
2023-09-21 14:00:00 UTC+0000,68.25
2023-09-21 18:00:00 UTC+0000,5.94
2023-09-21 22:00:00 UTC+0000,21.93
2023-09-22 02:00:00 UTC+0000,15.48
2023-09-22 06:00:00 UTC+0000,30.95
2023-09-22 10:00:00 UTC+0000,58.21
2023-09-22 14:00:00 UTC+0000,38.21
2023-09-22 18:00:00 UTC+0000,5.35
2023-09-22 22:00:00 UTC+0000,17.26
2023-09-23 02:00:00 UTC+0000,12.96
2023-09-23 06:00:00 UTC+0000,29.75
2023-09-23 10:00:00 UTC+0000,67.31
2023-09-23 14:00:00 UTC+0000,31.63
2023-09-23 18:00:00 UTC+0000,4.8
2023-09-23 22:00:00 UTC+0000,14.14
2023-09-24 02:00:00 UTC+0000,11.66
2023-09-24 06:00:00 UTC+0000,31.46
2023-09-24 10:00:00 UTC+0000,83.77
2023-09-24 14:00:00 UTC+0000,26.48
2023-09-24 18:00:00 UTC+0000,4.35
2023-09-24 22:00:00 UTC+0000,32.19
2023-09-25 02:00:00 UTC+0000,54.49
2023-09-25 06:00:00 UTC+0000,19.92
2023-09-25 10:00:00 UTC+0000,58.62
2023-09-25 14:00:00 UTC+0000,18.49
2023-09-25 18:00:00 UTC+0000,3.73
2023-09-25 22:00:00 UTC+0000,16.69
2023-09-26 02:00:00 UTC+0000,18.46
2023-09-26 06:00:00 UTC+0000,16.9
2023-09-26 10:00:00 UTC+0000,43.68
2023-09-26 14:00:00 UTC+0000,13.63
2023-09-26 18:00:00 UTC+0000,3.28
2023-09-26 22:00:00 UTC+0000,12.26
2023-09-27 02:00:00 UTC+0000,12.83
2023-09-27 06:00:00 UTC+0000,13.39
2023-09-27 10:00:00 UTC+0000,36.07
2023-09-27 14:00:00 UTC+0000,11.5
2023-09-27 18:00:00 UTC+0000,3.06
2023-09-27 22:00:00 UTC+0000,15.28
2023-09-28 02:00:00 UTC+0000,11.9
2023-09-28 06:00:00 UTC+0000,11.38
2023-09-28 10:00:00 UTC+0000,31.14
2023-09-28 14:00:00 UTC+0000,8.95
2023-09-28 18:00:00 UTC+0000,2.8
2023-09-28 22:00:00 UTC+0000,11.0
2023-09-29 02:00:00 UTC+0000,9.48
2023-09-29 06:00:00 UTC+0000,9.48
2023-09-29 10:00:00 UTC+0000,26.98
2023-09-29 14:00:00 UTC+0000,7.3
2023-09-29 18:00:00 UTC+0000,2.4
2023-09-29 22:00:00 UTC+0000,10.32
2023-09-30 02:00:00 UTC+0000,9.46
2023-09-30 06:00:00 UTC+0000,22.57
2023-09-30 10:00:00 UTC+0000,70.15
2023-09-30 14:00:00 UTC+0000,14.43
2023-09-30 18:00:00 UTC+0000,2.47
2023-09-30 22:00:00 UTC+0000,9.28
2023-10-01 02:00:00 UTC+0000,9.18
2023-10-01 06:00:00 UTC+0000,25.77
2023-10-01 10:00:00 UTC+0000,83.82
2023-10-01 14:00:00 UTC+0000,15.46
2023-10-01 18:00:00 UTC+0000,2.28
2023-10-01 22:00:00 UTC+0000,8.59
2023-10-02 02:00:00 UTC+0000,8.9
2023-10-02 06:00:00 UTC+0000,18.4
2023-10-02 10:00:00 UTC+0000,52.36
2023-10-02 14:00:00 UTC+0000,9.87
2023-10-02 18:00:00 UTC+0000,2.05
2023-10-02 22:00:00 UTC+0000,20.01
2023-10-03 02:00:00 UTC+0000,31.78
2023-10-03 06:00:00 UTC+0000,36.76
2023-10-03 10:00:00 UTC+0000,103.65
2023-10-03 14:00:00 UTC+0000,40.79
2023-10-03 18:00:00 UTC+0000,19.22
2023-10-03 22:00:00 UTC+0000,36.52
2023-10-04 02:00:00 UTC+0000,22.53
2023-10-04 06:00:00 UTC+0000,26.7
2023-10-04 10:00:00 UTC+0000,69.98
2023-10-04 14:00:00 UTC+0000,36.9
2023-10-04 18:00:00 UTC+0000,8.94
2023-10-04 22:00:00 UTC+0000,24.77
2023-10-05 02:00:00 UTC+0000,15.84
2023-10-05 06:00:00 UTC+0000,17.74
2023-10-05 10:00:00 UTC+0000,53.0
2023-10-05 14:00:00 UTC+0000,19.5
2023-10-05 18:00:00 UTC+0000,4.59
2023-10-05 22:00:00 UTC+0000,15.45
2023-10-06 02:00:00 UTC+0000,10.59
2023-10-06 06:00:00 UTC+0000,13.95
2023-10-06 10:00:00 UTC+0000,89.0
2023-10-06 14:00:00 UTC+0000,16.46
2023-10-06 18:00:00 UTC+0000,7.49
2023-10-06 22:00:00 UTC+0000,28.0
2023-10-07 02:00:00 UTC+0000,18.96
2023-10-07 06:00:00 UTC+0000,24.25
2023-10-07 10:00:00 UTC+0000,75.32
2023-10-07 14:00:00 UTC+0000,19.38
2023-10-07 18:00:00 UTC+0000,6.66
2023-10-07 22:00:00 UTC+0000,20.52
2023-10-08 02:00:00 UTC+0000,14.5
2023-10-08 06:00:00 UTC+0000,17.77
2023-10-08 10:00:00 UTC+0000,54.81
2023-10-08 14:00:00 UTC+0000,14.0
2023-10-08 18:00:00 UTC+0000,4.9
2023-10-08 22:00:00 UTC+0000,16.4
2023-10-09 02:00:00 UTC+0000,12.02
2023-10-09 06:00:00 UTC+0000,13.76
2023-10-09 10:00:00 UTC+0000,39.0
2023-10-09 14:00:00 UTC+0000,10.88
2023-10-09 18:00:00 UTC+0000,3.71
2023-10-09 22:00:00 UTC+0000,12.06
2023-10-10 02:00:00 UTC+0000,9.72
2023-10-10 06:00:00 UTC+0000,12.1
2023-10-10 10:00:00 UTC+0000,35.01
2023-10-10 14:00:00 UTC+0000,10.68
2023-10-10 18:00:00 UTC+0000,5.12
2023-10-10 22:00:00 UTC+0000,29.98
2023-10-11 02:00:00 UTC+0000,18.42
2023-10-11 06:00:00 UTC+0000,19.5
2023-10-11 10:00:00 UTC+0000,75.53
2023-10-11 14:00:00 UTC+0000,148.0
2023-10-11 18:00:00 UTC+0000,5.83
2023-10-11 22:00:00 UTC+0000,26.82
2023-10-12 02:00:00 UTC+0000,15.0
2023-10-12 06:00:00 UTC+0000,12.13
2023-10-12 10:00:00 UTC+0000,38.71
2023-10-12 14:00:00 UTC+0000,17.37
2023-10-12 18:00:00 UTC+0000,4.1
2023-10-12 22:00:00 UTC+0000,15.02
2023-10-13 02:00:00 UTC+0000,10.94
2023-10-13 06:00:00 UTC+0000,14.35
2023-10-13 10:00:00 UTC+0000,68.71
2023-10-13 14:00:00 UTC+0000,74.5
2023-10-13 18:00:00 UTC+0000,21.0
2023-10-13 22:00:00 UTC+0000,33.34
2023-10-14 02:00:00 UTC+0000,24.57
2023-10-14 06:00:00 UTC+0000,27.13
2023-10-14 10:00:00 UTC+0000,80.62
2023-10-14 14:00:00 UTC+0000,30.12
2023-10-14 18:00:00 UTC+0000,9.22
2023-10-14 22:00:00 UTC+0000,36.38
2023-10-15 02:00:00 UTC+0000,36.5
2023-10-15 06:00:00 UTC+0000,39.77
2023-10-15 10:00:00 UTC+0000,86.75
2023-10-15 14:00:00 UTC+0000,28.53
2023-10-15 18:00:00 UTC+0000,8.59
2023-10-15 22:00:00 UTC+0000,20.95
2023-10-16 02:00:00 UTC+0000,19.1
2023-10-16 06:00:00 UTC+0000,18.9
2023-10-16 10:00:00 UTC+0000,43.66
2023-10-16 14:00:00 UTC+0000,15.27
2023-10-16 18:00:00 UTC+0000,4.93
2023-10-16 22:00:00 UTC+0000,14.6
2023-10-17 02:00:00 UTC+0000,114.4
2023-10-17 06:00:00 UTC+0000,490.9
2023-10-17 10:00:00 UTC+0000,898.8
2023-10-17 14:00:00 UTC+0000,12.57
2023-10-17 18:00:00 UTC+0000,4.24
2023-10-17 22:00:00 UTC+0000,13.0
2023-10-18 02:00:00 UTC+0000,26.68
2023-10-18 06:00:00 UTC+0000,82.42
2023-10-18 10:00:00 UTC+0000,128.84
2023-10-18 14:00:00 UTC+0000,24.1
2023-10-18 18:00:00 UTC+0000,14.52
2023-10-18 22:00:00 UTC+0000,69.62
2023-10-19 02:00:00 UTC+0000,27.0
2023-10-19 06:00:00 UTC+0000,34.7
2023-10-19 10:00:00 UTC+0000,60.0
2023-10-19 14:00:00 UTC+0000,16.54
2023-10-19 18:00:00 UTC+0000,67.28
2023-10-19 22:00:00 UTC+0000,43.42
2023-10-20 02:00:00 UTC+0000,27.04
2023-10-20 06:00:00 UTC+0000,25.0
2023-10-20 10:00:00 UTC+0000,53.11
2023-10-20 14:00:00 UTC+0000,247.32
2023-10-20 18:00:00 UTC+0000,17.06
2023-10-20 22:00:00 UTC+0000,37.55
2023-10-21 02:00:00 UTC+0000,26.17
2023-10-21 06:00:00 UTC+0000,24.95
2023-10-21 10:00:00 UTC+0000,60.97
2023-10-21 14:00:00 UTC+0000,37.5
2023-10-21 18:00:00 UTC+0000,13.02
2023-10-21 22:00:00 UTC+0000,34.6
2023-10-22 02:00:00 UTC+0000,34.27
2023-10-22 06:00:00 UTC+0000,33.23
2023-10-22 10:00:00 UTC+0000,76.12
2023-10-22 14:00:00 UTC+0000,31.25
2023-10-22 18:00:00 UTC+0000,10.04
2023-10-22 22:00:00 UTC+0000,20.7
2023-10-23 02:00:00 UTC+0000,18.7
2023-10-23 06:00:00 UTC+0000,16.78
2023-10-23 10:00:00 UTC+0000,33.61
2023-10-23 14:00:00 UTC+0000,14.77
2023-10-23 18:00:00 UTC+0000,7.67
2023-10-23 22:00:00 UTC+0000,22.75
2023-10-24 02:00:00 UTC+0000,18.07
2023-10-24 06:00:00 UTC+0000,14.67
2023-10-24 10:00:00 UTC+0000,28.8
2023-10-24 14:00:00 UTC+0000,11.6
2023-10-24 18:00:00 UTC+0000,7.8
2023-10-24 22:00:00 UTC+0000,15.85
2023-10-25 02:00:00 UTC+0000,13.97
2023-10-25 06:00:00 UTC+0000,10.9
2023-10-25 10:00:00 UTC+0000,21.36
2023-10-25 14:00:00 UTC+0000,8.53
2023-10-25 18:00:00 UTC+0000,6.24
2023-10-25 22:00:00 UTC+0000,14.14
2023-10-26 02:00:00 UTC+0000,11.29
2023-10-26 06:00:00 UTC+0000,8.9
2023-10-26 10:00:00 UTC+0000,17.25
2023-10-26 14:00:00 UTC+0000,6.41
2023-10-26 18:00:00 UTC+0000,4.96
2023-10-26 22:00:00 UTC+0000,10.86
2023-10-27 02:00:00 UTC+0000,8.47
2023-10-27 06:00:00 UTC+0000,6.51
2023-10-27 10:00:00 UTC+0000,13.2
2023-10-27 14:00:00 UTC+0000,4.9
2023-10-27 18:00:00 UTC+0000,3.93
2023-10-27 22:00:00 UTC+0000,11.3
2023-10-28 02:00:00 UTC+0000,10.81
2023-10-28 06:00:00 UTC+0000,11.49
2023-10-28 10:00:00 UTC+0000,29.4
2023-10-28 14:00:00 UTC+0000,9.44
2023-10-28 18:00:00 UTC+0000,6.82
2023-10-28 22:00:00 UTC+0000,36.55
2023-10-29 03:00:00 UTC+0000,50.78
2023-10-29 07:00:00 UTC+0000,45.04
2023-10-29 11:00:00 UTC+0000,63.74
2023-10-29 15:00:00 UTC+0000,23.46
2023-10-29 19:00:00 UTC+0000,10.03
2023-10-29 23:00:00 UTC+0000,36.47
2023-10-30 03:00:00 UTC+0000,27.58
2023-10-30 07:00:00 UTC+0000,18.96
2023-10-30 11:00:00 UTC+0000,28.3
2023-10-30 15:00:00 UTC+0000,10.76
2023-10-30 19:00:00 UTC+0000,5.78
2023-10-30 23:00:00 UTC+0000,20.42
2023-10-31 03:00:00 UTC+0000,19.01
2023-10-31 07:00:00 UTC+0000,13.85
2023-10-31 11:00:00 UTC+0000,19.71
2023-10-31 15:00:00 UTC+0000,7.57
2023-10-31 19:00:00 UTC+0000,4.58
2023-10-31 23:00:00 UTC+0000,16.04
2023-11-01 03:00:00 UTC+0000,14.0
2023-11-01 07:00:00 UTC+0000,26.73
2023-11-01 11:00:00 UTC+0000,29.43
2023-11-01 15:00:00 UTC+0000,14.89
2023-11-01 19:00:00 UTC+0000,13.33
2023-11-01 23:00:00 UTC+0000,128.0
2023-11-02 03:00:00 UTC+0000,344.0
2023-11-02 07:00:00 UTC+0000,336.02
2023-11-02 11:00:00 UTC+0000,987.12
2023-11-02 15:00:00 UTC+0000,12.09
2023-11-02 19:00:00 UTC+0000,8.51
2023-11-02 23:00:00 UTC+0000,39.01
2023-11-03 03:00:00 UTC+0000,40.21
2023-11-03 07:00:00 UTC+0000,25.43
2023-11-03 11:00:00 UTC+0000,67.0
2023-11-03 15:00:00 UTC+0000,8.9
2023-11-03 19:00:00 UTC+0000,10.67
2023-11-03 23:00:00 UTC+0000,30.06
2023-11-04 03:00:00 UTC+0000,31.5
2023-11-04 07:00:00 UTC+0000,24.68
2023-11-04 11:00:00 UTC+0000,49.0
2023-11-04 15:00:00 UTC+0000,14.95
2023-11-04 19:00:00 UTC+0000,15.65
2023-11-04 23:00:00 UTC+0000,31.85
2023-11-05 03:00:00 UTC+0000,29.49
2023-11-05 07:00:00 UTC+0000,24.78
2023-11-05 11:00:00 UTC+0000,43.0
2023-11-05 15:00:00 UTC+0000,11.52
2023-11-05 19:00:00 UTC+0000,12.88
2023-11-05 23:00:00 UTC+0000,37.01
2023-11-06 03:00:00 UTC+0000,30.88
2023-11-06 07:00:00 UTC+0000,18.97
2023-11-06 11:00:00 UTC+0000,32.79
2023-11-06 15:00:00 UTC+0000,8.03
2023-11-06 19:00:00 UTC+0000,9.82
2023-11-06 23:00:00 UTC+0000,27.29
2023-11-07 03:00:00 UTC+0000,22.8
2023-11-07 07:00:00 UTC+0000,14.12
2023-11-07 11:00:00 UTC+0000,23.18
2023-11-07 15:00:00 UTC+0000,6.46
2023-11-07 19:00:00 UTC+0000,7.06
2023-11-07 23:00:00 UTC+0000,21.89
2023-11-08 03:00:00 UTC+0000,17.63
2023-11-08 07:00:00 UTC+0000,12.22
2023-11-08 11:00:00 UTC+0000,22.81
2023-11-08 15:00:00 UTC+0000,6.2
2023-11-08 19:00:00 UTC+0000,5.82
2023-11-08 23:00:00 UTC+0000,18.29
2023-11-09 03:00:00 UTC+0000,14.04
2023-11-09 07:00:00 UTC+0000,9.25
2023-11-09 11:00:00 UTC+0000,15.89
2023-11-09 15:00:00 UTC+0000,4.88
2023-11-09 19:00:00 UTC+0000,4.7
2023-11-09 23:00:00 UTC+0000,17.44
2023-11-10 03:00:00 UTC+0000,11.7
2023-11-10 07:00:00 UTC+0000,7.18
2023-11-10 11:00:00 UTC+0000,12.4
2023-11-10 15:00:00 UTC+0000,3.78
2023-11-10 19:00:00 UTC+0000,3.8
2023-11-10 23:00:00 UTC+0000,13.5
2023-11-11 03:00:00 UTC+0000,9.72
2023-11-11 07:00:00 UTC+0000,6.6
2023-11-11 11:00:00 UTC+0000,10.29
2023-11-11 15:00:00 UTC+0000,3.5
2023-11-11 19:00:00 UTC+0000,3.74
2023-11-11 23:00:00 UTC+0000,12.4
2023-11-12 03:00:00 UTC+0000,8.91
2023-11-12 07:00:00 UTC+0000,6.23
2023-11-12 11:00:00 UTC+0000,9.41
2023-11-12 15:00:00 UTC+0000,3.04
2023-11-12 19:00:00 UTC+0000,4.0
2023-11-12 23:00:00 UTC+0000,10.13
2023-11-13 03:00:00 UTC+0000,7.37
2023-11-13 07:00:00 UTC+0000,5.06
2023-11-13 11:00:00 UTC+0000,8.24
2023-11-13 15:00:00 UTC+0000,6.69
2023-11-13 19:00:00 UTC+0000,36.61
2023-11-13 23:00:00 UTC+0000,58.61
2023-11-14 03:00:00 UTC+0000,35.1
2023-11-14 07:00:00 UTC+0000,14.55
2023-11-14 11:00:00 UTC+0000,12.9
2023-11-14 15:00:00 UTC+0000,4.34
2023-11-14 19:00:00 UTC+0000,9.75
2023-11-14 23:00:00 UTC+0000,24.61
2023-11-15 03:00:00 UTC+0000,16.34
2023-11-15 07:00:00 UTC+0000,7.71
2023-11-15 11:00:00 UTC+0000,8.87
2023-11-15 15:00:00 UTC+0000,3.34
2023-11-15 19:00:00 UTC+0000,6.44
2023-11-15 23:00:00 UTC+0000,19.8
2023-11-16 03:00:00 UTC+0000,12.5
2023-11-16 07:00:00 UTC+0000,5.71
2023-11-16 11:00:00 UTC+0000,6.5
2023-11-16 15:00:00 UTC+0000,2.62
2023-11-16 19:00:00 UTC+0000,5.01
2023-11-16 23:00:00 UTC+0000,15.0
2023-11-17 03:00:00 UTC+0000,9.64
2023-11-17 07:00:00 UTC+0000,4.24
2023-11-17 11:00:00 UTC+0000,4.94
2023-11-17 15:00:00 UTC+0000,1.98
2023-11-17 19:00:00 UTC+0000,3.86
2023-11-17 23:00:00 UTC+0000,11.7
2023-11-18 03:00:00 UTC+0000,8.56
2023-11-18 07:00:00 UTC+0000,5.22
2023-11-18 11:00:00 UTC+0000,6.0
2023-11-18 15:00:00 UTC+0000,4.3
2023-11-18 19:00:00 UTC+0000,12.32
2023-11-18 23:00:00 UTC+0000,34.39
2023-11-19 03:00:00 UTC+0000,39.88
2023-11-19 07:00:00 UTC+0000,24.2
2023-11-19 11:00:00 UTC+0000,34.45
2023-11-19 15:00:00 UTC+0000,10.88
2023-11-19 19:00:00 UTC+0000,10.75
2023-11-19 23:00:00 UTC+0000,25.83
2023-11-20 03:00:00 UTC+0000,23.3
2023-11-20 07:00:00 UTC+0000,13.47
2023-11-20 11:00:00 UTC+0000,15.64
2023-11-20 15:00:00 UTC+0000,5.38
2023-11-20 19:00:00 UTC+0000,7.24
2023-11-20 23:00:00 UTC+0000,16.54
2023-11-21 03:00:00 UTC+0000,14.51
2023-11-21 07:00:00 UTC+0000,7.38
2023-11-21 11:00:00 UTC+0000,8.11
2023-11-21 15:00:00 UTC+0000,3.64
2023-11-21 19:00:00 UTC+0000,5.0
2023-11-21 23:00:00 UTC+0000,11.88
2023-11-22 03:00:00 UTC+0000,10.56
2023-11-22 07:00:00 UTC+0000,5.3
2023-11-22 11:00:00 UTC+0000,5.89
2023-11-22 15:00:00 UTC+0000,2.96
2023-11-22 19:00:00 UTC+0000,9.9
2023-11-22 23:00:00 UTC+0000,185.0
2023-11-23 03:00:00 UTC+0000,235.0
2023-11-23 07:00:00 UTC+0000,222.0
2023-11-23 11:00:00 UTC+0000,197.4
2023-11-23 15:00:00 UTC+0000,198.34
2023-11-23 19:00:00 UTC+0000,565.64
2023-11-23 23:00:00 UTC+0000,60.05
2023-11-24 03:00:00 UTC+0000,62.7
2023-11-24 07:00:00 UTC+0000,28.71
2023-11-24 11:00:00 UTC+0000,40.67
2023-11-24 15:00:00 UTC+0000,34.42
2023-11-24 19:00:00 UTC+0000,45.76
2023-11-24 23:00:00 UTC+0000,32.9
2023-11-25 03:00:00 UTC+0000,29.17
2023-11-25 07:00:00 UTC+0000,18.0
2023-11-25 11:00:00 UTC+0000,21.43
2023-11-25 15:00:00 UTC+0000,18.4
2023-11-25 19:00:00 UTC+0000,21.34
2023-11-25 23:00:00 UTC+0000,18.51
2023-11-26 03:00:00 UTC+0000,17.73
2023-11-26 07:00:00 UTC+0000,9.69
2023-11-26 11:00:00 UTC+0000,12.3
2023-11-26 15:00:00 UTC+0000,9.51
2023-11-26 19:00:00 UTC+0000,11.65
2023-11-26 23:00:00 UTC+0000,12.3
2023-11-27 03:00:00 UTC+0000,10.9
2023-11-27 07:00:00 UTC+0000,6.94
2023-11-27 11:00:00 UTC+0000,9.3
2023-11-27 15:00:00 UTC+0000,6.2
2023-11-27 19:00:00 UTC+0000,8.89
2023-11-27 23:00:00 UTC+0000,19.05
2023-11-28 03:00:00 UTC+0000,15.97
2023-11-28 07:00:00 UTC+0000,5.04
2023-11-28 11:00:00 UTC+0000,6.3
2023-11-28 15:00:00 UTC+0000,4.35
2023-11-28 19:00:00 UTC+0000,6.17
2023-11-28 23:00:00 UTC+0000,14.85
2023-11-29 03:00:00 UTC+0000,13.41
2023-11-29 07:00:00 UTC+0000,5.16
2023-11-29 11:00:00 UTC+0000,5.87
2023-11-29 15:00:00 UTC+0000,3.65
2023-11-29 19:00:00 UTC+0000,4.59
2023-11-29 23:00:00 UTC+0000,11.5
2023-11-30 03:00:00 UTC+0000,10.37
2023-11-30 07:00:00 UTC+0000,4.69
2023-11-30 11:00:00 UTC+0000,4.73
2023-11-30 15:00:00 UTC+0000,2.95
2023-11-30 19:00:00 UTC+0000,4.05
2023-11-30 23:00:00 UTC+0000,13.24
