time (UTC),mFRR+_capacity_marginal_price[(EUR/MW)/h]
2023-09-01 10:00:00 UTC+0000,1.15
2023-09-01 14:00:00 UTC+0000,6.3
2023-09-01 18:00:00 UTC+0000,5.71
2023-09-01 22:00:00 UTC+0000,0.63
2023-09-02 02:00:00 UTC+0000,0.9
2023-09-02 06:00:00 UTC+0000,4.88
2023-09-02 10:00:00 UTC+0000,1.0
2023-09-02 14:00:00 UTC+0000,5.2
2023-09-02 18:00:00 UTC+0000,5.11
2023-09-02 22:00:00 UTC+0000,0.5
2023-09-03 02:00:00 UTC+0000,0.75
2023-09-03 06:00:00 UTC+0000,4.14
2023-09-03 10:00:00 UTC+0000,0.81
2023-09-03 14:00:00 UTC+0000,4.1
2023-09-03 18:00:00 UTC+0000,4.57
2023-09-03 22:00:00 UTC+0000,0.72
2023-09-04 02:00:00 UTC+0000,0.93
2023-09-04 06:00:00 UTC+0000,4.76
2023-09-04 10:00:00 UTC+0000,1.01
2023-09-04 14:00:00 UTC+0000,5.66
2023-09-04 18:00:00 UTC+0000,5.84
2023-09-04 22:00:00 UTC+0000,0.65
2023-09-05 02:00:00 UTC+0000,0.82
2023-09-05 06:00:00 UTC+0000,4.2
2023-09-05 10:00:00 UTC+0000,0.9
2023-09-05 14:00:00 UTC+0000,14.29
2023-09-05 18:00:00 UTC+0000,16.5
2023-09-05 22:00:00 UTC+0000,0.58
2023-09-06 02:00:00 UTC+0000,2.0
2023-09-06 06:00:00 UTC+0000,5.24
2023-09-06 10:00:00 UTC+0000,2.0
2023-09-06 14:00:00 UTC+0000,11.58
2023-09-06 18:00:00 UTC+0000,13.02
2023-09-06 22:00:00 UTC+0000,0.55
2023-09-07 02:00:00 UTC+0000,3.5
2023-09-07 06:00:00 UTC+0000,5.0
2023-09-07 10:00:00 UTC+0000,1.6
2023-09-07 14:00:00 UTC+0000,9.0
2023-09-07 18:00:00 UTC+0000,9.0
2023-09-07 22:00:00 UTC+0000,0.6
2023-09-08 02:00:00 UTC+0000,2.88
2023-09-08 06:00:00 UTC+0000,4.2
2023-09-08 10:00:00 UTC+0000,1.38
2023-09-08 14:00:00 UTC+0000,16.84
2023-09-08 18:00:00 UTC+0000,12.59
2023-09-08 22:00:00 UTC+0000,1.12
2023-09-09 02:00:00 UTC+0000,2.04
2023-09-09 06:00:00 UTC+0000,3.95
2023-09-09 10:00:00 UTC+0000,1.25
2023-09-09 14:00:00 UTC+0000,11.39
2023-09-09 18:00:00 UTC+0000,9.32
2023-09-09 22:00:00 UTC+0000,0.8
2023-09-10 02:00:00 UTC+0000,1.86
2023-09-10 06:00:00 UTC+0000,3.9
2023-09-10 10:00:00 UTC+0000,1.1
2023-09-10 14:00:00 UTC+0000,9.5
2023-09-10 18:00:00 UTC+0000,9.6
2023-09-10 22:00:00 UTC+0000,0.71
2023-09-11 02:00:00 UTC+0000,1.92
2023-09-11 06:00:00 UTC+0000,3.8
2023-09-11 10:00:00 UTC+0000,1.16
2023-09-11 14:00:00 UTC+0000,12.0
2023-09-11 18:00:00 UTC+0000,11.8
2023-09-11 22:00:00 UTC+0000,0.85
2023-09-12 02:00:00 UTC+0000,3.94
2023-09-12 06:00:00 UTC+0000,6.3
2023-09-12 10:00:00 UTC+0000,1.65
2023-09-12 14:00:00 UTC+0000,60.72
2023-09-12 18:00:00 UTC+0000,35.72
2023-09-12 22:00:00 UTC+0000,0.65
2023-09-13 02:00:00 UTC+0000,2.48
2023-09-13 06:00:00 UTC+0000,4.27
2023-09-13 10:00:00 UTC+0000,1.4
2023-09-13 14:00:00 UTC+0000,25.4
2023-09-13 18:00:00 UTC+0000,17.4
2023-09-13 22:00:00 UTC+0000,1.27
2023-09-14 02:00:00 UTC+0000,3.0
2023-09-14 06:00:00 UTC+0000,7.0
2023-09-14 10:00:00 UTC+0000,9.0
2023-09-14 14:00:00 UTC+0000,65.0
2023-09-14 18:00:00 UTC+0000,38.0
2023-09-14 22:00:00 UTC+0000,0.83
2023-09-15 02:00:00 UTC+0000,2.42
2023-09-15 06:00:00 UTC+0000,4.93
2023-09-15 10:00:00 UTC+0000,3.22
2023-09-15 14:00:00 UTC+0000,34.0
2023-09-15 18:00:00 UTC+0000,15.35
2023-09-15 22:00:00 UTC+0000,0.9
2023-09-16 02:00:00 UTC+0000,1.7
2023-09-16 06:00:00 UTC+0000,4.18
2023-09-16 10:00:00 UTC+0000,1.8
2023-09-16 14:00:00 UTC+0000,22.7
2023-09-16 18:00:00 UTC+0000,10.9
2023-09-16 22:00:00 UTC+0000,0.69
2023-09-17 02:00:00 UTC+0000,1.27
2023-09-17 06:00:00 UTC+0000,3.8
2023-09-17 10:00:00 UTC+0000,1.41
2023-09-17 14:00:00 UTC+0000,16.0
2023-09-17 18:00:00 UTC+0000,8.5
2023-09-17 22:00:00 UTC+0000,0.78
2023-09-18 02:00:00 UTC+0000,1.4
2023-09-18 06:00:00 UTC+0000,6.39
2023-09-18 10:00:00 UTC+0000,1.91
2023-09-18 14:00:00 UTC+0000,20.81
2023-09-18 18:00:00 UTC+0000,9.64
2023-09-18 22:00:00 UTC+0000,0.87
2023-09-19 02:00:00 UTC+0000,1.39
2023-09-19 06:00:00 UTC+0000,4.42
2023-09-19 10:00:00 UTC+0000,1.2
2023-09-19 14:00:00 UTC+0000,14.41
2023-09-19 18:00:00 UTC+0000,7.51
2023-09-19 22:00:00 UTC+0000,0.76
2023-09-20 02:00:00 UTC+0000,2.36
2023-09-20 06:00:00 UTC+0000,7.0
2023-09-20 10:00:00 UTC+0000,7.68
2023-09-20 14:00:00 UTC+0000,13.14
2023-09-20 18:00:00 UTC+0000,6.7
2023-09-20 22:00:00 UTC+0000,0.66
2023-09-21 02:00:00 UTC+0000,2.1
2023-09-21 06:00:00 UTC+0000,4.44
2023-09-21 10:00:00 UTC+0000,3.93
2023-09-21 14:00:00 UTC+0000,13.0
2023-09-21 18:00:00 UTC+0000,6.22
2023-09-21 22:00:00 UTC+0000,0.55
2023-09-22 02:00:00 UTC+0000,1.53
2023-09-22 06:00:00 UTC+0000,3.09
2023-09-22 10:00:00 UTC+0000,2.5
2023-09-22 14:00:00 UTC+0000,9.72
2023-09-22 18:00:00 UTC+0000,5.3
2023-09-22 22:00:00 UTC+0000,0.55
2023-09-23 02:00:00 UTC+0000,1.0
2023-09-23 06:00:00 UTC+0000,2.16
2023-09-23 10:00:00 UTC+0000,1.54
2023-09-23 14:00:00 UTC+0000,6.9
2023-09-23 18:00:00 UTC+0000,4.24
2023-09-23 22:00:00 UTC+0000,0.44
2023-09-24 02:00:00 UTC+0000,0.74
2023-09-24 06:00:00 UTC+0000,1.81
2023-09-24 10:00:00 UTC+0000,1.09
2023-09-24 14:00:00 UTC+0000,5.97
2023-09-24 18:00:00 UTC+0000,3.61
2023-09-24 22:00:00 UTC+0000,0.41
2023-09-25 02:00:00 UTC+0000,0.7
2023-09-25 06:00:00 UTC+0000,1.8
2023-09-25 10:00:00 UTC+0000,1.17
2023-09-25 14:00:00 UTC+0000,9.5
2023-09-25 18:00:00 UTC+0000,6.0
2023-09-25 22:00:00 UTC+0000,0.38
2023-09-26 02:00:00 UTC+0000,1.5
2023-09-26 06:00:00 UTC+0000,2.96
2023-09-26 10:00:00 UTC+0000,0.97
2023-09-26 14:00:00 UTC+0000,28.37
2023-09-26 18:00:00 UTC+0000,6.1
2023-09-26 22:00:00 UTC+0000,0.33
2023-09-27 02:00:00 UTC+0000,2.1
2023-09-27 06:00:00 UTC+0000,4.7
2023-09-27 10:00:00 UTC+0000,1.03
2023-09-27 14:00:00 UTC+0000,23.08
2023-09-27 18:00:00 UTC+0000,5.45
2023-09-27 22:00:00 UTC+0000,0.25
2023-09-28 02:00:00 UTC+0000,1.07
2023-09-28 06:00:00 UTC+0000,3.2
2023-09-28 10:00:00 UTC+0000,0.9
2023-09-28 14:00:00 UTC+0000,17.2
2023-09-28 18:00:00 UTC+0000,4.61
2023-09-28 22:00:00 UTC+0000,0.2
2023-09-29 02:00:00 UTC+0000,0.75
2023-09-29 06:00:00 UTC+0000,2.5
2023-09-29 10:00:00 UTC+0000,0.7
2023-09-29 14:00:00 UTC+0000,11.8
2023-09-29 18:00:00 UTC+0000,3.6
2023-09-29 22:00:00 UTC+0000,0.24
2023-09-30 02:00:00 UTC+0000,0.54
2023-09-30 06:00:00 UTC+0000,2.23
2023-09-30 10:00:00 UTC+0000,0.53
2023-09-30 14:00:00 UTC+0000,8.58
2023-09-30 18:00:00 UTC+0000,3.0
2023-09-30 22:00:00 UTC+0000,0.2
2023-10-01 02:00:00 UTC+0000,0.41
2023-10-01 06:00:00 UTC+0000,1.73
2023-10-01 10:00:00 UTC+0000,0.4
2023-10-01 14:00:00 UTC+0000,8.2
2023-10-01 18:00:00 UTC+0000,2.67
2023-10-01 22:00:00 UTC+0000,0.3
2023-10-02 02:00:00 UTC+0000,0.95
2023-10-02 06:00:00 UTC+0000,1.58
2023-10-02 10:00:00 UTC+0000,1.0
2023-10-02 14:00:00 UTC+0000,12.3
2023-10-02 18:00:00 UTC+0000,3.7
2023-10-02 22:00:00 UTC+0000,0.35
2023-10-03 02:00:00 UTC+0000,0.83
2023-10-03 06:00:00 UTC+0000,1.84
2023-10-03 10:00:00 UTC+0000,0.76
2023-10-03 14:00:00 UTC+0000,6.84
2023-10-03 18:00:00 UTC+0000,2.6
2023-10-03 22:00:00 UTC+0000,0.21
2023-10-04 02:00:00 UTC+0000,0.85
2023-10-04 06:00:00 UTC+0000,2.49
2023-10-04 10:00:00 UTC+0000,0.66
2023-10-04 14:00:00 UTC+0000,5.95
2023-10-04 18:00:00 UTC+0000,2.43
2023-10-04 22:00:00 UTC+0000,0.17
2023-10-05 02:00:00 UTC+0000,0.95
2023-10-05 06:00:00 UTC+0000,2.0
2023-10-05 10:00:00 UTC+0000,1.25
2023-10-05 14:00:00 UTC+0000,8.0
2023-10-05 18:00:00 UTC+0000,3.78
2023-10-05 22:00:00 UTC+0000,0.3
2023-10-06 02:00:00 UTC+0000,0.82
2023-10-06 06:00:00 UTC+0000,2.1
2023-10-06 10:00:00 UTC+0000,2.39
2023-10-06 14:00:00 UTC+0000,5.0
2023-10-06 18:00:00 UTC+0000,2.3
2023-10-06 22:00:00 UTC+0000,0.21
2023-10-07 02:00:00 UTC+0000,0.63
2023-10-07 06:00:00 UTC+0000,1.6
2023-10-07 10:00:00 UTC+0000,1.04
2023-10-07 14:00:00 UTC+0000,3.95
2023-10-07 18:00:00 UTC+0000,1.75
2023-10-07 22:00:00 UTC+0000,0.15
2023-10-08 02:00:00 UTC+0000,0.48
2023-10-08 06:00:00 UTC+0000,1.3
2023-10-08 10:00:00 UTC+0000,0.71
2023-10-08 14:00:00 UTC+0000,4.0
2023-10-08 18:00:00 UTC+0000,1.66
2023-10-08 22:00:00 UTC+0000,0.19
2023-10-09 02:00:00 UTC+0000,0.6
2023-10-09 06:00:00 UTC+0000,1.55
2023-10-09 10:00:00 UTC+0000,0.8
2023-10-09 14:00:00 UTC+0000,5.9
2023-10-09 18:00:00 UTC+0000,2.27
2023-10-09 22:00:00 UTC+0000,0.2
2023-10-10 02:00:00 UTC+0000,0.7
2023-10-10 06:00:00 UTC+0000,1.5
2023-10-10 10:00:00 UTC+0000,0.86
2023-10-10 14:00:00 UTC+0000,4.36
2023-10-10 18:00:00 UTC+0000,2.0
2023-10-10 22:00:00 UTC+0000,0.19
2023-10-11 02:00:00 UTC+0000,0.6
2023-10-11 06:00:00 UTC+0000,1.6
2023-10-11 10:00:00 UTC+0000,0.79
2023-10-11 14:00:00 UTC+0000,3.49
2023-10-11 18:00:00 UTC+0000,1.5
2023-10-11 22:00:00 UTC+0000,0.19
2023-10-12 02:00:00 UTC+0000,0.63
2023-10-12 06:00:00 UTC+0000,1.4
2023-10-12 10:00:00 UTC+0000,0.92
2023-10-12 14:00:00 UTC+0000,5.67
2023-10-12 18:00:00 UTC+0000,2.33
2023-10-12 22:00:00 UTC+0000,0.19
2023-10-13 02:00:00 UTC+0000,0.53
2023-10-13 06:00:00 UTC+0000,1.32
2023-10-13 10:00:00 UTC+0000,0.7
2023-10-13 14:00:00 UTC+0000,3.6
2023-10-13 18:00:00 UTC+0000,1.46
2023-10-13 22:00:00 UTC+0000,0.22
2023-10-14 02:00:00 UTC+0000,0.49
2023-10-14 06:00:00 UTC+0000,1.25
2023-10-14 10:00:00 UTC+0000,0.8
2023-10-14 14:00:00 UTC+0000,3.1
2023-10-14 18:00:00 UTC+0000,1.23
2023-10-14 22:00:00 UTC+0000,0.15
2023-10-15 02:00:00 UTC+0000,0.4
2023-10-15 06:00:00 UTC+0000,1.04
2023-10-15 10:00:00 UTC+0000,0.7
2023-10-15 14:00:00 UTC+0000,2.6
2023-10-15 18:00:00 UTC+0000,1.08
2023-10-15 22:00:00 UTC+0000,0.16
2023-10-16 02:00:00 UTC+0000,0.78
2023-10-16 06:00:00 UTC+0000,1.59
2023-10-16 10:00:00 UTC+0000,1.1
2023-10-16 14:00:00 UTC+0000,4.9
2023-10-16 18:00:00 UTC+0000,2.06
2023-10-16 22:00:00 UTC+0000,0.74
2023-10-17 02:00:00 UTC+0000,42.0
2023-10-17 06:00:00 UTC+0000,72.3
2023-10-17 10:00:00 UTC+0000,42.0
2023-10-17 14:00:00 UTC+0000,24.0
2023-10-17 18:00:00 UTC+0000,5.98
2023-10-17 22:00:00 UTC+0000,0.43
2023-10-18 02:00:00 UTC+0000,9.2
2023-10-18 06:00:00 UTC+0000,16.72
2023-10-18 10:00:00 UTC+0000,11.0
2023-10-18 14:00:00 UTC+0000,9.19
2023-10-18 18:00:00 UTC+0000,2.4
2023-10-18 22:00:00 UTC+0000,0.34
2023-10-19 02:00:00 UTC+0000,4.61
2023-10-19 06:00:00 UTC+0000,7.0
2023-10-19 10:00:00 UTC+0000,4.5
2023-10-19 14:00:00 UTC+0000,6.8
2023-10-19 18:00:00 UTC+0000,1.92
2023-10-19 22:00:00 UTC+0000,0.27
2023-10-20 02:00:00 UTC+0000,2.76
2023-10-20 06:00:00 UTC+0000,4.39
2023-10-20 10:00:00 UTC+0000,2.68
2023-10-20 14:00:00 UTC+0000,4.69
2023-10-20 18:00:00 UTC+0000,1.5
2023-10-20 22:00:00 UTC+0000,0.24
2023-10-21 02:00:00 UTC+0000,1.92
2023-10-21 06:00:00 UTC+0000,3.05
2023-10-21 10:00:00 UTC+0000,1.64
2023-10-21 14:00:00 UTC+0000,3.86
2023-10-21 18:00:00 UTC+0000,1.12
2023-10-21 22:00:00 UTC+0000,0.2
2023-10-22 02:00:00 UTC+0000,1.3
2023-10-22 06:00:00 UTC+0000,2.05
2023-10-22 10:00:00 UTC+0000,1.1
2023-10-22 14:00:00 UTC+0000,2.8
2023-10-22 18:00:00 UTC+0000,0.98
2023-10-22 22:00:00 UTC+0000,0.2
2023-10-23 02:00:00 UTC+0000,1.5
2023-10-23 06:00:00 UTC+0000,3.05
2023-10-23 10:00:00 UTC+0000,1.48
2023-10-23 14:00:00 UTC+0000,4.72
2023-10-23 18:00:00 UTC+0000,1.16
2023-10-23 22:00:00 UTC+0000,0.18
2023-10-24 02:00:00 UTC+0000,1.1
2023-10-24 06:00:00 UTC+0000,2.37
2023-10-24 10:00:00 UTC+0000,1.2
2023-10-24 14:00:00 UTC+0000,3.7
2023-10-24 18:00:00 UTC+0000,1.38
2023-10-24 22:00:00 UTC+0000,0.2
2023-10-25 02:00:00 UTC+0000,3.67
2023-10-25 06:00:00 UTC+0000,1.96
2023-10-25 10:00:00 UTC+0000,1.17
2023-10-25 14:00:00 UTC+0000,4.0
2023-10-25 18:00:00 UTC+0000,1.0
2023-10-25 22:00:00 UTC+0000,0.16
2023-10-26 02:00:00 UTC+0000,2.47
2023-10-26 06:00:00 UTC+0000,1.6
2023-10-26 10:00:00 UTC+0000,0.88
2023-10-26 14:00:00 UTC+0000,3.93
2023-10-26 18:00:00 UTC+0000,0.8
2023-10-26 22:00:00 UTC+0000,0.14
2023-10-27 02:00:00 UTC+0000,1.96
2023-10-27 06:00:00 UTC+0000,2.15
2023-10-27 10:00:00 UTC+0000,0.7
2023-10-27 14:00:00 UTC+0000,3.11
2023-10-27 18:00:00 UTC+0000,0.66
2023-10-27 22:00:00 UTC+0000,0.61
2023-10-28 02:00:00 UTC+0000,1.38
2023-10-28 06:00:00 UTC+0000,1.53
2023-10-28 10:00:00 UTC+0000,0.78
2023-10-28 14:00:00 UTC+0000,2.84
2023-10-28 18:00:00 UTC+0000,1.07
2023-10-28 22:00:00 UTC+0000,0.37
2023-10-29 03:00:00 UTC+0000,1.0
2023-10-29 07:00:00 UTC+0000,1.1
2023-10-29 11:00:00 UTC+0000,0.6
2023-10-29 15:00:00 UTC+0000,2.47
2023-10-29 19:00:00 UTC+0000,0.9
2023-10-29 23:00:00 UTC+0000,0.5
2023-10-30 03:00:00 UTC+0000,1.25
2023-10-30 07:00:00 UTC+0000,1.66
2023-10-30 11:00:00 UTC+0000,0.87
2023-10-30 15:00:00 UTC+0000,6.5
2023-10-30 19:00:00 UTC+0000,1.05
2023-10-30 23:00:00 UTC+0000,0.42
2023-10-31 03:00:00 UTC+0000,1.0
2023-10-31 07:00:00 UTC+0000,1.27
2023-10-31 11:00:00 UTC+0000,0.74
2023-10-31 15:00:00 UTC+0000,3.47
2023-10-31 19:00:00 UTC+0000,0.84
2023-10-31 23:00:00 UTC+0000,0.5
2023-11-01 03:00:00 UTC+0000,0.78
2023-11-01 07:00:00 UTC+0000,0.9
2023-11-01 11:00:00 UTC+0000,0.61
2023-11-01 15:00:00 UTC+0000,2.5
2023-11-01 19:00:00 UTC+0000,0.69
2023-11-01 23:00:00 UTC+0000,0.37
2023-11-02 03:00:00 UTC+0000,0.73
2023-11-02 07:00:00 UTC+0000,1.04
2023-11-02 11:00:00 UTC+0000,0.55
2023-11-02 15:00:00 UTC+0000,2.2
2023-11-02 19:00:00 UTC+0000,0.64
2023-11-02 23:00:00 UTC+0000,0.3
2023-11-03 03:00:00 UTC+0000,0.7
2023-11-03 07:00:00 UTC+0000,1.2
2023-11-03 11:00:00 UTC+0000,0.61
2023-11-03 15:00:00 UTC+0000,2.0
2023-11-03 19:00:00 UTC+0000,0.64
2023-11-03 23:00:00 UTC+0000,0.3
2023-11-04 03:00:00 UTC+0000,0.5
2023-11-04 07:00:00 UTC+0000,0.8
2023-11-04 11:00:00 UTC+0000,0.57
2023-11-04 15:00:00 UTC+0000,1.6
2023-11-04 19:00:00 UTC+0000,0.63
2023-11-04 23:00:00 UTC+0000,0.22
2023-11-05 03:00:00 UTC+0000,0.43
2023-11-05 07:00:00 UTC+0000,0.7
2023-11-05 11:00:00 UTC+0000,0.51
2023-11-05 15:00:00 UTC+0000,1.56
2023-11-05 19:00:00 UTC+0000,0.5
2023-11-05 23:00:00 UTC+0000,0.25
2023-11-06 03:00:00 UTC+0000,0.5
2023-11-06 07:00:00 UTC+0000,1.15
2023-11-06 11:00:00 UTC+0000,0.66
2023-11-06 15:00:00 UTC+0000,4.18
2023-11-06 19:00:00 UTC+0000,0.58
2023-11-06 23:00:00 UTC+0000,0.21
2023-11-07 03:00:00 UTC+0000,0.5
2023-11-07 07:00:00 UTC+0000,1.15
2023-11-07 11:00:00 UTC+0000,0.91
2023-11-07 15:00:00 UTC+0000,3.6
2023-11-07 19:00:00 UTC+0000,0.57
2023-11-07 23:00:00 UTC+0000,0.2
2023-11-08 03:00:00 UTC+0000,0.43
2023-11-08 07:00:00 UTC+0000,1.1
2023-11-08 11:00:00 UTC+0000,0.76
2023-11-08 15:00:00 UTC+0000,2.82
2023-11-08 19:00:00 UTC+0000,0.49
2023-11-08 23:00:00 UTC+0000,0.2
2023-11-09 03:00:00 UTC+0000,0.4
2023-11-09 07:00:00 UTC+0000,1.1
2023-11-09 11:00:00 UTC+0000,1.1
2023-11-09 15:00:00 UTC+0000,2.5
2023-11-09 19:00:00 UTC+0000,0.59
2023-11-09 23:00:00 UTC+0000,0.18
2023-11-10 03:00:00 UTC+0000,0.36
2023-11-10 07:00:00 UTC+0000,1.1
2023-11-10 11:00:00 UTC+0000,0.74
2023-11-10 15:00:00 UTC+0000,2.4
2023-11-10 19:00:00 UTC+0000,0.58
2023-11-10 23:00:00 UTC+0000,0.17
2023-11-11 03:00:00 UTC+0000,0.3
2023-11-11 07:00:00 UTC+0000,0.9
2023-11-11 11:00:00 UTC+0000,0.68
2023-11-11 15:00:00 UTC+0000,1.9
2023-11-11 19:00:00 UTC+0000,0.48
2023-11-11 23:00:00 UTC+0000,0.13
2023-11-12 03:00:00 UTC+0000,0.32
2023-11-12 07:00:00 UTC+0000,0.9
2023-11-12 11:00:00 UTC+0000,0.6
2023-11-12 15:00:00 UTC+0000,1.91
2023-11-12 19:00:00 UTC+0000,0.46
2023-11-12 23:00:00 UTC+0000,0.2
2023-11-13 03:00:00 UTC+0000,0.51
2023-11-13 07:00:00 UTC+0000,2.43
2023-11-13 11:00:00 UTC+0000,1.1
2023-11-13 15:00:00 UTC+0000,2.0
2023-11-13 19:00:00 UTC+0000,0.49
2023-11-13 23:00:00 UTC+0000,0.15
2023-11-14 03:00:00 UTC+0000,0.33
2023-11-14 07:00:00 UTC+0000,1.32
2023-11-14 11:00:00 UTC+0000,1.14
2023-11-14 15:00:00 UTC+0000,2.0
2023-11-14 19:00:00 UTC+0000,0.46
2023-11-14 23:00:00 UTC+0000,0.14
2023-11-15 03:00:00 UTC+0000,0.39
2023-11-15 07:00:00 UTC+0000,1.3
2023-11-15 11:00:00 UTC+0000,1.4
2023-11-15 15:00:00 UTC+0000,2.14
2023-11-15 19:00:00 UTC+0000,0.43
2023-11-15 23:00:00 UTC+0000,0.3
2023-11-16 03:00:00 UTC+0000,0.6
2023-11-16 07:00:00 UTC+0000,1.2
2023-11-16 11:00:00 UTC+0000,1.7
2023-11-16 15:00:00 UTC+0000,2.75
2023-11-16 19:00:00 UTC+0000,0.7
2023-11-16 23:00:00 UTC+0000,0.22
2023-11-17 03:00:00 UTC+0000,0.57
2023-11-17 07:00:00 UTC+0000,1.25
2023-11-17 11:00:00 UTC+0000,1.7
2023-11-17 15:00:00 UTC+0000,2.41
2023-11-17 19:00:00 UTC+0000,0.7
2023-11-17 23:00:00 UTC+0000,0.2
2023-11-18 03:00:00 UTC+0000,0.45
2023-11-18 07:00:00 UTC+0000,0.93
2023-11-18 11:00:00 UTC+0000,1.38
2023-11-18 15:00:00 UTC+0000,1.92
2023-11-18 19:00:00 UTC+0000,0.97
2023-11-18 23:00:00 UTC+0000,0.15
2023-11-19 03:00:00 UTC+0000,0.42
2023-11-19 07:00:00 UTC+0000,0.83
2023-11-19 11:00:00 UTC+0000,1.25
2023-11-19 15:00:00 UTC+0000,1.74
2023-11-19 19:00:00 UTC+0000,0.66
2023-11-19 23:00:00 UTC+0000,0.2
2023-11-20 03:00:00 UTC+0000,0.47
2023-11-20 07:00:00 UTC+0000,1.23
2023-11-20 11:00:00 UTC+0000,1.36
2023-11-20 15:00:00 UTC+0000,2.39
2023-11-20 19:00:00 UTC+0000,0.7
2023-11-20 23:00:00 UTC+0000,0.2
2023-11-21 03:00:00 UTC+0000,1.22
2023-11-21 07:00:00 UTC+0000,4.9
2023-11-21 11:00:00 UTC+0000,1.4
2023-11-21 15:00:00 UTC+0000,2.4
2023-11-21 19:00:00 UTC+0000,0.73
2023-11-21 23:00:00 UTC+0000,0.15
2023-11-22 03:00:00 UTC+0000,0.86
2023-11-22 07:00:00 UTC+0000,4.0
2023-11-22 11:00:00 UTC+0000,1.1
2023-11-22 15:00:00 UTC+0000,1.87
2023-11-22 19:00:00 UTC+0000,0.53
2023-11-22 23:00:00 UTC+0000,3.92
2023-11-23 03:00:00 UTC+0000,8.74
2023-11-23 07:00:00 UTC+0000,18.9
2023-11-23 11:00:00 UTC+0000,18.5
2023-11-23 15:00:00 UTC+0000,8.2
2023-11-23 19:00:00 UTC+0000,18.11
2023-11-23 23:00:00 UTC+0000,0.95
2023-11-24 03:00:00 UTC+0000,2.92
2023-11-24 07:00:00 UTC+0000,6.89
2023-11-24 11:00:00 UTC+0000,5.7
2023-11-24 15:00:00 UTC+0000,3.96
2023-11-24 19:00:00 UTC+0000,3.64
2023-11-24 23:00:00 UTC+0000,0.55
2023-11-25 03:00:00 UTC+0000,1.62
2023-11-25 07:00:00 UTC+0000,2.95
2023-11-25 11:00:00 UTC+0000,2.64
2023-11-25 15:00:00 UTC+0000,2.6
2023-11-25 19:00:00 UTC+0000,2.11
2023-11-25 23:00:00 UTC+0000,0.31
2023-11-26 03:00:00 UTC+0000,1.02
2023-11-26 07:00:00 UTC+0000,1.8
2023-11-26 11:00:00 UTC+0000,1.6
2023-11-26 15:00:00 UTC+0000,1.86
2023-11-26 19:00:00 UTC+0000,1.4
2023-11-26 23:00:00 UTC+0000,0.22
2023-11-27 03:00:00 UTC+0000,1.54
2023-11-27 07:00:00 UTC+0000,4.3
2023-11-27 11:00:00 UTC+0000,2.0
2023-11-27 15:00:00 UTC+0000,2.09
2023-11-27 19:00:00 UTC+0000,1.05
2023-11-27 23:00:00 UTC+0000,0.2
2023-11-28 03:00:00 UTC+0000,1.0
2023-11-28 07:00:00 UTC+0000,3.07
2023-11-28 11:00:00 UTC+0000,1.63
2023-11-28 15:00:00 UTC+0000,5.47
2023-11-28 19:00:00 UTC+0000,0.82
2023-11-28 23:00:00 UTC+0000,0.15
2023-11-29 03:00:00 UTC+0000,0.9
2023-11-29 07:00:00 UTC+0000,2.6
2023-11-29 11:00:00 UTC+0000,1.5
2023-11-29 15:00:00 UTC+0000,4.72
2023-11-29 19:00:00 UTC+0000,0.66
2023-11-29 23:00:00 UTC+0000,0.68
2023-11-30 03:00:00 UTC+0000,2.5
2023-11-30 07:00:00 UTC+0000,10.84
2023-11-30 11:00:00 UTC+0000,5.0
2023-11-30 15:00:00 UTC+0000,84.2
2023-11-30 19:00:00 UTC+0000,5.0
2023-11-30 23:00:00 UTC+0000,0.58
2023-12-01 03:00:00 UTC+0000,4.8
2023-12-01 07:00:00 UTC+0000,21.12
2023-12-01 11:00:00 UTC+0000,12.2
2023-12-01 15:00:00 UTC+0000,74.46
2023-12-01 19:00:00 UTC+0000,5.89
2023-12-01 23:00:00 UTC+0000,0.38
2023-12-02 03:00:00 UTC+0000,2.3
2023-12-02 07:00:00 UTC+0000,8.0
2023-12-02 11:00:00 UTC+0000,4.7
2023-12-02 15:00:00 UTC+0000,28.1
2023-12-02 19:00:00 UTC+0000,3.1
2023-12-02 23:00:00 UTC+0000,0.31
2023-12-03 03:00:00 UTC+0000,1.74
2023-12-03 07:00:00 UTC+0000,3.0
2023-12-03 11:00:00 UTC+0000,2.38
2023-12-03 15:00:00 UTC+0000,8.74
2023-12-03 19:00:00 UTC+0000,2.2
2023-12-03 23:00:00 UTC+0000,0.24
2023-12-04 03:00:00 UTC+0000,1.77
2023-12-04 07:00:00 UTC+0000,5.61
2023-12-04 11:00:00 UTC+0000,4.2
2023-12-04 15:00:00 UTC+0000,31.76
2023-12-04 19:00:00 UTC+0000,2.12
2023-12-04 23:00:00 UTC+0000,0.26
2023-12-05 03:00:00 UTC+0000,1.32
2023-12-05 07:00:00 UTC+0000,3.9
2023-12-05 11:00:00 UTC+0000,3.03
2023-12-05 15:00:00 UTC+0000,23.54
2023-12-05 19:00:00 UTC+0000,2.62
2023-12-05 23:00:00 UTC+0000,0.8
2023-12-06 03:00:00 UTC+0000,12.1
2023-12-06 07:00:00 UTC+0000,24.56
2023-12-06 11:00:00 UTC+0000,18.51
2023-12-06 15:00:00 UTC+0000,56.42
2023-12-06 19:00:00 UTC+0000,3.0
2023-12-06 23:00:00 UTC+0000,0.46
2023-12-07 03:00:00 UTC+0000,4.48
