time (UTC),aFRR+_capacity_marginal_price[(EUR/MW)/h]
2023-09-07 22:00:00 UTC+0000,2.59
2023-09-08 02:00:00 UTC+0000,5.88
2023-09-08 06:00:00 UTC+0000,10.34
2023-09-08 10:00:00 UTC+0000,5.0
2023-09-08 14:00:00 UTC+0000,41.19
2023-09-08 18:00:00 UTC+0000,24.26
2023-09-08 22:00:00 UTC+0000,7.21
2023-09-09 02:00:00 UTC+0000,5.82
2023-09-09 06:00:00 UTC+0000,10.47
2023-09-09 10:00:00 UTC+0000,7.1
2023-09-09 14:00:00 UTC+0000,36.22
2023-09-09 18:00:00 UTC+0000,20.0
2023-09-09 22:00:00 UTC+0000,6.0
2023-09-10 02:00:00 UTC+0000,5.63
2023-09-10 06:00:00 UTC+0000,13.0
2023-09-10 10:00:00 UTC+0000,13.02
2023-09-10 14:00:00 UTC+0000,34.44
2023-09-10 18:00:00 UTC+0000,21.55
2023-09-10 22:00:00 UTC+0000,4.99
2023-09-11 02:00:00 UTC+0000,9.32
2023-09-11 06:00:00 UTC+0000,13.42
2023-09-11 10:00:00 UTC+0000,12.72
2023-09-11 14:00:00 UTC+0000,54.52
2023-09-11 18:00:00 UTC+0000,34.76
2023-09-11 22:00:00 UTC+0000,4.72
2023-09-12 02:00:00 UTC+0000,21.12
2023-09-12 06:00:00 UTC+0000,23.0
2023-09-12 10:00:00 UTC+0000,16.04
2023-09-12 14:00:00 UTC+0000,143.11
2023-09-12 18:00:00 UTC+0000,70.65
2023-09-12 22:00:00 UTC+0000,4.27
2023-09-13 02:00:00 UTC+0000,13.42
2023-09-13 06:00:00 UTC+0000,16.0
2023-09-13 10:00:00 UTC+0000,16.0
2023-09-13 14:00:00 UTC+0000,59.7
2023-09-13 18:00:00 UTC+0000,37.48
2023-09-13 22:00:00 UTC+0000,15.0
2023-09-14 02:00:00 UTC+0000,19.36
2023-09-14 06:00:00 UTC+0000,20.98
2023-09-14 10:00:00 UTC+0000,123.0
2023-09-14 14:00:00 UTC+0000,83.94
2023-09-14 18:00:00 UTC+0000,39.16
2023-09-14 22:00:00 UTC+0000,9.22
2023-09-15 02:00:00 UTC+0000,15.68
2023-09-15 06:00:00 UTC+0000,17.11
2023-09-15 10:00:00 UTC+0000,45.3
2023-09-15 14:00:00 UTC+0000,54.6
2023-09-15 18:00:00 UTC+0000,29.35
2023-09-15 22:00:00 UTC+0000,7.25
2023-09-16 02:00:00 UTC+0000,11.73
2023-09-16 06:00:00 UTC+0000,18.92
2023-09-16 10:00:00 UTC+0000,24.5
2023-09-16 14:00:00 UTC+0000,42.2
2023-09-16 18:00:00 UTC+0000,25.12
2023-09-16 22:00:00 UTC+0000,7.13
2023-09-17 02:00:00 UTC+0000,10.05
2023-09-17 06:00:00 UTC+0000,18.7
2023-09-17 10:00:00 UTC+0000,17.86
2023-09-17 14:00:00 UTC+0000,32.11
2023-09-17 18:00:00 UTC+0000,20.28
2023-09-17 22:00:00 UTC+0000,6.18
2023-09-18 02:00:00 UTC+0000,10.78
2023-09-18 06:00:00 UTC+0000,15.62
2023-09-18 10:00:00 UTC+0000,18.17
2023-09-18 14:00:00 UTC+0000,32.55
2023-09-18 18:00:00 UTC+0000,22.01
2023-09-18 22:00:00 UTC+0000,6.21
2023-09-19 02:00:00 UTC+0000,9.73
2023-09-19 06:00:00 UTC+0000,16.93
2023-09-19 10:00:00 UTC+0000,14.88
2023-09-19 14:00:00 UTC+0000,28.0
2023-09-19 18:00:00 UTC+0000,19.47
2023-09-19 22:00:00 UTC+0000,6.65
2023-09-20 02:00:00 UTC+0000,36.15
2023-09-20 06:00:00 UTC+0000,69.0
2023-09-20 10:00:00 UTC+0000,344.0
2023-09-20 14:00:00 UTC+0000,29.44
2023-09-20 18:00:00 UTC+0000,20.51
2023-09-20 22:00:00 UTC+0000,6.44
2023-09-21 02:00:00 UTC+0000,48.0
2023-09-21 06:00:00 UTC+0000,34.03
2023-09-21 10:00:00 UTC+0000,60.78
2023-09-21 14:00:00 UTC+0000,53.42
2023-09-21 18:00:00 UTC+0000,20.09
2023-09-21 22:00:00 UTC+0000,6.1
2023-09-22 02:00:00 UTC+0000,20.56
2023-09-22 06:00:00 UTC+0000,24.19
2023-09-22 10:00:00 UTC+0000,32.28
2023-09-22 14:00:00 UTC+0000,40.66
2023-09-22 18:00:00 UTC+0000,19.0
2023-09-22 22:00:00 UTC+0000,6.36
2023-09-23 02:00:00 UTC+0000,14.53
2023-09-23 06:00:00 UTC+0000,17.8
2023-09-23 10:00:00 UTC+0000,22.17
2023-09-23 14:00:00 UTC+0000,30.0
2023-09-23 18:00:00 UTC+0000,17.63
2023-09-23 22:00:00 UTC+0000,5.66
2023-09-24 02:00:00 UTC+0000,11.44
2023-09-24 06:00:00 UTC+0000,15.9
2023-09-24 10:00:00 UTC+0000,17.8
2023-09-24 14:00:00 UTC+0000,28.58
2023-09-24 18:00:00 UTC+0000,15.82
2023-09-24 22:00:00 UTC+0000,5.1
2023-09-25 02:00:00 UTC+0000,11.1
2023-09-25 06:00:00 UTC+0000,15.51
2023-09-25 10:00:00 UTC+0000,16.45
2023-09-25 14:00:00 UTC+0000,67.35
2023-09-25 18:00:00 UTC+0000,32.56
2023-09-25 22:00:00 UTC+0000,4.76
2023-09-26 02:00:00 UTC+0000,27.23
2023-09-26 06:00:00 UTC+0000,18.23
2023-09-26 10:00:00 UTC+0000,14.92
2023-09-26 14:00:00 UTC+0000,80.34
2023-09-26 18:00:00 UTC+0000,30.81
2023-09-26 22:00:00 UTC+0000,4.38
2023-09-27 02:00:00 UTC+0000,37.02
2023-09-27 06:00:00 UTC+0000,21.99
2023-09-27 10:00:00 UTC+0000,14.62
2023-09-27 14:00:00 UTC+0000,70.41
2023-09-27 18:00:00 UTC+0000,27.19
2023-09-27 22:00:00 UTC+0000,3.98
2023-09-28 02:00:00 UTC+0000,19.89
2023-09-28 06:00:00 UTC+0000,16.06
2023-09-28 10:00:00 UTC+0000,13.74
2023-09-28 14:00:00 UTC+0000,55.41
2023-09-28 18:00:00 UTC+0000,24.96
2023-09-28 22:00:00 UTC+0000,3.7
2023-09-29 02:00:00 UTC+0000,16.61
2023-09-29 06:00:00 UTC+0000,13.45
2023-09-29 10:00:00 UTC+0000,12.49
2023-09-29 14:00:00 UTC+0000,45.32
2023-09-29 18:00:00 UTC+0000,20.99
2023-09-29 22:00:00 UTC+0000,5.15
2023-09-30 02:00:00 UTC+0000,12.46
2023-09-30 06:00:00 UTC+0000,10.98
2023-09-30 10:00:00 UTC+0000,10.96
2023-09-30 14:00:00 UTC+0000,35.6
2023-09-30 18:00:00 UTC+0000,18.19
2023-09-30 22:00:00 UTC+0000,5.23
2023-10-01 02:00:00 UTC+0000,9.9
2023-10-01 06:00:00 UTC+0000,9.76
2023-10-01 10:00:00 UTC+0000,9.37
2023-10-01 14:00:00 UTC+0000,30.47
2023-10-01 18:00:00 UTC+0000,16.19
2023-10-01 22:00:00 UTC+0000,4.9
2023-10-02 02:00:00 UTC+0000,9.7
2023-10-02 06:00:00 UTC+0000,10.27
2023-10-02 10:00:00 UTC+0000,9.46
2023-10-02 14:00:00 UTC+0000,60.03
2023-10-02 18:00:00 UTC+0000,25.0
2023-10-02 22:00:00 UTC+0000,7.16
2023-10-03 02:00:00 UTC+0000,8.98
2023-10-03 06:00:00 UTC+0000,13.57
2023-10-03 10:00:00 UTC+0000,8.62
2023-10-03 14:00:00 UTC+0000,37.36
2023-10-03 18:00:00 UTC+0000,18.7
2023-10-03 22:00:00 UTC+0000,5.12
2023-10-04 02:00:00 UTC+0000,15.19
2023-10-04 06:00:00 UTC+0000,13.13
2023-10-04 10:00:00 UTC+0000,8.16
2023-10-04 14:00:00 UTC+0000,32.37
2023-10-04 18:00:00 UTC+0000,20.13
2023-10-04 22:00:00 UTC+0000,4.62
2023-10-05 02:00:00 UTC+0000,10.59
2023-10-05 06:00:00 UTC+0000,12.04
2023-10-05 10:00:00 UTC+0000,7.81
2023-10-05 14:00:00 UTC+0000,43.09
2023-10-05 18:00:00 UTC+0000,19.72
2023-10-05 22:00:00 UTC+0000,4.09
2023-10-06 02:00:00 UTC+0000,8.68
2023-10-06 06:00:00 UTC+0000,11.86
2023-10-06 10:00:00 UTC+0000,72.87
2023-10-06 14:00:00 UTC+0000,27.84
2023-10-06 18:00:00 UTC+0000,16.2
2023-10-06 22:00:00 UTC+0000,4.36
2023-10-07 02:00:00 UTC+0000,8.23
2023-10-07 06:00:00 UTC+0000,10.7
2023-10-07 10:00:00 UTC+0000,18.5
2023-10-07 14:00:00 UTC+0000,23.46
2023-10-07 18:00:00 UTC+0000,13.82
2023-10-07 22:00:00 UTC+0000,4.0
2023-10-08 02:00:00 UTC+0000,7.29
2023-10-08 06:00:00 UTC+0000,9.3
2023-10-08 10:00:00 UTC+0000,12.26
2023-10-08 14:00:00 UTC+0000,27.92
2023-10-08 18:00:00 UTC+0000,14.03
2023-10-08 22:00:00 UTC+0000,4.18
2023-10-09 02:00:00 UTC+0000,9.15
2023-10-09 06:00:00 UTC+0000,13.81
2023-10-09 10:00:00 UTC+0000,12.55
2023-10-09 14:00:00 UTC+0000,50.34
2023-10-09 18:00:00 UTC+0000,19.61
2023-10-09 22:00:00 UTC+0000,3.97
2023-10-10 02:00:00 UTC+0000,10.64
2023-10-10 06:00:00 UTC+0000,15.5
2023-10-10 10:00:00 UTC+0000,12.08
2023-10-10 14:00:00 UTC+0000,34.46
2023-10-10 18:00:00 UTC+0000,15.68
2023-10-10 22:00:00 UTC+0000,3.7
2023-10-11 02:00:00 UTC+0000,10.76
2023-10-11 06:00:00 UTC+0000,15.3
2023-10-11 10:00:00 UTC+0000,11.14
2023-10-11 14:00:00 UTC+0000,26.74
2023-10-11 18:00:00 UTC+0000,13.48
2023-10-11 22:00:00 UTC+0000,3.65
2023-10-12 02:00:00 UTC+0000,10.02
2023-10-12 06:00:00 UTC+0000,14.26
2023-10-12 10:00:00 UTC+0000,10.63
2023-10-12 14:00:00 UTC+0000,50.76
2023-10-12 18:00:00 UTC+0000,21.27
2023-10-12 22:00:00 UTC+0000,5.0
2023-10-13 02:00:00 UTC+0000,9.31
2023-10-13 06:00:00 UTC+0000,15.23
2023-10-13 10:00:00 UTC+0000,9.57
2023-10-13 14:00:00 UTC+0000,27.92
2023-10-13 18:00:00 UTC+0000,17.08
2023-10-13 22:00:00 UTC+0000,4.5
2023-10-14 02:00:00 UTC+0000,8.17
2023-10-14 06:00:00 UTC+0000,16.42
2023-10-14 10:00:00 UTC+0000,8.65
2023-10-14 14:00:00 UTC+0000,22.96
2023-10-14 18:00:00 UTC+0000,14.3
2023-10-14 22:00:00 UTC+0000,4.02
2023-10-15 02:00:00 UTC+0000,7.19
2023-10-15 06:00:00 UTC+0000,13.55
2023-10-15 10:00:00 UTC+0000,8.4
2023-10-15 14:00:00 UTC+0000,20.02
2023-10-15 18:00:00 UTC+0000,12.98
2023-10-15 22:00:00 UTC+0000,3.95
2023-10-16 02:00:00 UTC+0000,9.48
2023-10-16 06:00:00 UTC+0000,15.7
2023-10-16 10:00:00 UTC+0000,10.97
2023-10-16 14:00:00 UTC+0000,47.25
2023-10-16 18:00:00 UTC+0000,21.0
2023-10-16 22:00:00 UTC+0000,9.54
2023-10-17 02:00:00 UTC+0000,158.44
2023-10-17 06:00:00 UTC+0000,960.0
2023-10-17 10:00:00 UTC+0000,1871.04
2023-10-17 14:00:00 UTC+0000,43.53
2023-10-17 18:00:00 UTC+0000,17.86
2023-10-17 22:00:00 UTC+0000,6.71
2023-10-18 02:00:00 UTC+0000,34.62
2023-10-18 06:00:00 UTC+0000,84.98
2023-10-18 10:00:00 UTC+0000,100.47
2023-10-18 14:00:00 UTC+0000,35.78
2023-10-18 18:00:00 UTC+0000,15.4
2023-10-18 22:00:00 UTC+0000,5.29
2023-10-19 02:00:00 UTC+0000,20.75
2023-10-19 06:00:00 UTC+0000,37.33
2023-10-19 10:00:00 UTC+0000,46.77
2023-10-19 14:00:00 UTC+0000,31.45
2023-10-19 18:00:00 UTC+0000,13.86
2023-10-19 22:00:00 UTC+0000,5.0
2023-10-20 02:00:00 UTC+0000,15.0
2023-10-20 06:00:00 UTC+0000,25.02
2023-10-20 10:00:00 UTC+0000,27.0
2023-10-20 14:00:00 UTC+0000,25.36
2023-10-20 18:00:00 UTC+0000,12.66
2023-10-20 22:00:00 UTC+0000,5.08
2023-10-21 02:00:00 UTC+0000,12.79
2023-10-21 06:00:00 UTC+0000,21.22
2023-10-21 10:00:00 UTC+0000,19.82
2023-10-21 14:00:00 UTC+0000,24.12
2023-10-21 18:00:00 UTC+0000,10.79
2023-10-21 22:00:00 UTC+0000,5.6
2023-10-22 02:00:00 UTC+0000,10.62
2023-10-22 06:00:00 UTC+0000,16.62
2023-10-22 10:00:00 UTC+0000,15.23
2023-10-22 14:00:00 UTC+0000,20.0
2023-10-22 18:00:00 UTC+0000,9.76
2023-10-22 22:00:00 UTC+0000,5.3
2023-10-23 02:00:00 UTC+0000,13.42
2023-10-23 06:00:00 UTC+0000,23.0
2023-10-23 10:00:00 UTC+0000,15.2
2023-10-23 14:00:00 UTC+0000,36.38
2023-10-23 18:00:00 UTC+0000,13.19
2023-10-23 22:00:00 UTC+0000,5.04
2023-10-24 02:00:00 UTC+0000,10.46
2023-10-24 06:00:00 UTC+0000,17.68
2023-10-24 10:00:00 UTC+0000,13.91
2023-10-24 14:00:00 UTC+0000,29.15
2023-10-24 18:00:00 UTC+0000,11.44
2023-10-24 22:00:00 UTC+0000,4.5
2023-10-25 02:00:00 UTC+0000,9.4
2023-10-25 06:00:00 UTC+0000,16.43
2023-10-25 10:00:00 UTC+0000,12.94
2023-10-25 14:00:00 UTC+0000,24.54
2023-10-25 18:00:00 UTC+0000,10.21
2023-10-25 22:00:00 UTC+0000,4.14
2023-10-26 02:00:00 UTC+0000,8.9
2023-10-26 06:00:00 UTC+0000,14.99
2023-10-26 10:00:00 UTC+0000,11.65
2023-10-26 14:00:00 UTC+0000,21.98
2023-10-26 18:00:00 UTC+0000,9.08
2023-10-26 22:00:00 UTC+0000,3.8
2023-10-27 02:00:00 UTC+0000,8.25
2023-10-27 06:00:00 UTC+0000,13.41
2023-10-27 10:00:00 UTC+0000,10.36
2023-10-27 14:00:00 UTC+0000,18.68
2023-10-27 18:00:00 UTC+0000,7.98
2023-10-27 22:00:00 UTC+0000,4.47
2023-10-28 02:00:00 UTC+0000,6.9
2023-10-28 06:00:00 UTC+0000,11.38
2023-10-28 10:00:00 UTC+0000,8.82
2023-10-28 14:00:00 UTC+0000,17.53
2023-10-28 18:00:00 UTC+0000,7.67
2023-10-28 22:00:00 UTC+0000,5.72
2023-10-29 03:00:00 UTC+0000,5.89
2023-10-29 07:00:00 UTC+0000,9.42
2023-10-29 11:00:00 UTC+0000,7.41
2023-10-29 15:00:00 UTC+0000,17.24
2023-10-29 19:00:00 UTC+0000,7.64
2023-10-29 23:00:00 UTC+0000,4.8
2023-10-30 03:00:00 UTC+0000,8.47
2023-10-30 07:00:00 UTC+0000,13.56
2023-10-30 11:00:00 UTC+0000,8.63
2023-10-30 15:00:00 UTC+0000,53.28
2023-10-30 19:00:00 UTC+0000,10.26
2023-10-30 23:00:00 UTC+0000,4.35
2023-10-31 03:00:00 UTC+0000,7.0
2023-10-31 07:00:00 UTC+0000,10.78
2023-10-31 11:00:00 UTC+0000,7.68
2023-10-31 15:00:00 UTC+0000,29.15
2023-10-31 19:00:00 UTC+0000,8.87
2023-10-31 23:00:00 UTC+0000,5.82
2023-11-01 03:00:00 UTC+0000,5.89
2023-11-01 07:00:00 UTC+0000,8.97
2023-11-01 11:00:00 UTC+0000,6.82
2023-11-01 15:00:00 UTC+0000,21.52
2023-11-01 19:00:00 UTC+0000,7.92
2023-11-01 23:00:00 UTC+0000,4.7
2023-11-02 03:00:00 UTC+0000,5.32
2023-11-02 07:00:00 UTC+0000,7.8
2023-11-02 11:00:00 UTC+0000,5.91
2023-11-02 15:00:00 UTC+0000,18.37
2023-11-02 19:00:00 UTC+0000,7.27
2023-11-02 23:00:00 UTC+0000,5.0
2023-11-03 03:00:00 UTC+0000,6.34
2023-11-03 07:00:00 UTC+0000,12.68
2023-11-03 11:00:00 UTC+0000,6.96
2023-11-03 15:00:00 UTC+0000,18.73
2023-11-03 19:00:00 UTC+0000,9.24
2023-11-03 23:00:00 UTC+0000,5.35
2023-11-04 03:00:00 UTC+0000,5.16
2023-11-04 07:00:00 UTC+0000,9.34
2023-11-04 11:00:00 UTC+0000,6.0
2023-11-04 15:00:00 UTC+0000,16.39
2023-11-04 19:00:00 UTC+0000,10.37
2023-11-04 23:00:00 UTC+0000,4.71
2023-11-05 03:00:00 UTC+0000,5.37
2023-11-05 07:00:00 UTC+0000,9.37
2023-11-05 11:00:00 UTC+0000,6.83
2023-11-05 15:00:00 UTC+0000,18.06
2023-11-05 19:00:00 UTC+0000,10.03
2023-11-05 23:00:00 UTC+0000,4.48
2023-11-06 03:00:00 UTC+0000,6.19
2023-11-06 07:00:00 UTC+0000,10.0
2023-11-06 11:00:00 UTC+0000,9.48
2023-11-06 15:00:00 UTC+0000,26.6
2023-11-06 19:00:00 UTC+0000,9.59
2023-11-06 23:00:00 UTC+0000,4.46
2023-11-07 03:00:00 UTC+0000,6.94
2023-11-07 07:00:00 UTC+0000,9.81
2023-11-07 11:00:00 UTC+0000,8.01
2023-11-07 15:00:00 UTC+0000,26.19
2023-11-07 19:00:00 UTC+0000,9.81
2023-11-07 23:00:00 UTC+0000,4.16
2023-11-08 03:00:00 UTC+0000,6.56
2023-11-08 07:00:00 UTC+0000,9.23
2023-11-08 11:00:00 UTC+0000,7.25
2023-11-08 15:00:00 UTC+0000,21.91
2023-11-08 19:00:00 UTC+0000,8.87
2023-11-08 23:00:00 UTC+0000,3.81
2023-11-09 03:00:00 UTC+0000,6.02
2023-11-09 07:00:00 UTC+0000,9.1
2023-11-09 11:00:00 UTC+0000,7.05
2023-11-09 15:00:00 UTC+0000,20.75
2023-11-09 19:00:00 UTC+0000,8.29
2023-11-09 23:00:00 UTC+0000,3.55
2023-11-10 03:00:00 UTC+0000,5.75
2023-11-10 07:00:00 UTC+0000,8.5
2023-11-10 11:00:00 UTC+0000,6.59
2023-11-10 15:00:00 UTC+0000,19.6
2023-11-10 19:00:00 UTC+0000,7.81
2023-11-10 23:00:00 UTC+0000,5.21
2023-11-11 03:00:00 UTC+0000,5.27
2023-11-11 07:00:00 UTC+0000,7.83
2023-11-11 11:00:00 UTC+0000,5.93
2023-11-11 15:00:00 UTC+0000,17.68
2023-11-11 19:00:00 UTC+0000,7.17
2023-11-11 23:00:00 UTC+0000,4.53
2023-11-12 03:00:00 UTC+0000,5.15
2023-11-12 07:00:00 UTC+0000,7.53
2023-11-12 11:00:00 UTC+0000,6.04
2023-11-12 15:00:00 UTC+0000,16.23
2023-11-12 19:00:00 UTC+0000,6.87
2023-11-12 23:00:00 UTC+0000,5.0
2023-11-13 03:00:00 UTC+0000,7.39
2023-11-13 07:00:00 UTC+0000,16.64
2023-11-13 11:00:00 UTC+0000,7.5
2023-11-13 15:00:00 UTC+0000,16.77
2023-11-13 19:00:00 UTC+0000,7.72
2023-11-13 23:00:00 UTC+0000,4.5
2023-11-14 03:00:00 UTC+0000,5.76
2023-11-14 07:00:00 UTC+0000,10.32
2023-11-14 11:00:00 UTC+0000,6.43
2023-11-14 15:00:00 UTC+0000,18.9
2023-11-14 19:00:00 UTC+0000,7.34
2023-11-14 23:00:00 UTC+0000,4.74
2023-11-15 03:00:00 UTC+0000,7.07
2023-11-15 07:00:00 UTC+0000,10.64
2023-11-15 11:00:00 UTC+0000,6.43
2023-11-15 15:00:00 UTC+0000,18.76
2023-11-15 19:00:00 UTC+0000,6.91
2023-11-15 23:00:00 UTC+0000,4.48
2023-11-16 03:00:00 UTC+0000,6.62
2023-11-16 07:00:00 UTC+0000,10.11
2023-11-16 11:00:00 UTC+0000,7.94
2023-11-16 15:00:00 UTC+0000,26.72
2023-11-16 19:00:00 UTC+0000,7.26
2023-11-16 23:00:00 UTC+0000,4.97
2023-11-17 03:00:00 UTC+0000,6.69
2023-11-17 07:00:00 UTC+0000,10.5
2023-11-17 11:00:00 UTC+0000,6.82
2023-11-17 15:00:00 UTC+0000,23.1
2023-11-17 19:00:00 UTC+0000,8.43
2023-11-17 23:00:00 UTC+0000,6.2
2023-11-18 03:00:00 UTC+0000,6.13
2023-11-18 07:00:00 UTC+0000,8.58
2023-11-18 11:00:00 UTC+0000,6.51
2023-11-18 15:00:00 UTC+0000,17.72
2023-11-18 19:00:00 UTC+0000,16.64
2023-11-18 23:00:00 UTC+0000,5.79
2023-11-19 03:00:00 UTC+0000,6.86
2023-11-19 07:00:00 UTC+0000,8.36
2023-11-19 11:00:00 UTC+0000,6.66
2023-11-19 15:00:00 UTC+0000,17.81
2023-11-19 19:00:00 UTC+0000,10.8
2023-11-19 23:00:00 UTC+0000,5.38
2023-11-20 03:00:00 UTC+0000,7.34
2023-11-20 07:00:00 UTC+0000,10.85
2023-11-20 11:00:00 UTC+0000,7.62
2023-11-20 15:00:00 UTC+0000,27.9
2023-11-20 19:00:00 UTC+0000,9.7
2023-11-20 23:00:00 UTC+0000,5.09
2023-11-21 03:00:00 UTC+0000,8.47
2023-11-21 07:00:00 UTC+0000,13.29
2023-11-21 11:00:00 UTC+0000,8.7
2023-11-21 15:00:00 UTC+0000,24.36
2023-11-21 19:00:00 UTC+0000,8.69
2023-11-21 23:00:00 UTC+0000,4.65
2023-11-22 03:00:00 UTC+0000,8.0
2023-11-22 07:00:00 UTC+0000,15.0
2023-11-22 11:00:00 UTC+0000,7.2
2023-11-22 15:00:00 UTC+0000,19.65
2023-11-22 19:00:00 UTC+0000,7.75
2023-11-22 23:00:00 UTC+0000,37.35
2023-11-23 03:00:00 UTC+0000,58.66
2023-11-23 07:00:00 UTC+0000,183.5
2023-11-23 11:00:00 UTC+0000,227.65
2023-11-23 15:00:00 UTC+0000,33.0
2023-11-23 19:00:00 UTC+0000,281.68
2023-11-23 23:00:00 UTC+0000,13.74
2023-11-24 03:00:00 UTC+0000,19.73
2023-11-24 07:00:00 UTC+0000,33.7
2023-11-24 11:00:00 UTC+0000,38.09
2023-11-24 15:00:00 UTC+0000,22.36
2023-11-24 19:00:00 UTC+0000,34.94
2023-11-24 23:00:00 UTC+0000,9.13
2023-11-25 03:00:00 UTC+0000,13.68
2023-11-25 07:00:00 UTC+0000,22.32
2023-11-25 11:00:00 UTC+0000,23.48
2023-11-25 15:00:00 UTC+0000,19.24
2023-11-25 19:00:00 UTC+0000,19.69
2023-11-25 23:00:00 UTC+0000,6.8
2023-11-26 03:00:00 UTC+0000,9.88
2023-11-26 07:00:00 UTC+0000,14.86
2023-11-26 11:00:00 UTC+0000,15.56
2023-11-26 15:00:00 UTC+0000,15.54
2023-11-26 19:00:00 UTC+0000,14.49
2023-11-26 23:00:00 UTC+0000,6.3
2023-11-27 03:00:00 UTC+0000,9.42
2023-11-27 07:00:00 UTC+0000,17.82
2023-11-27 11:00:00 UTC+0000,14.21
2023-11-27 15:00:00 UTC+0000,16.0
2023-11-27 19:00:00 UTC+0000,12.77
2023-11-27 23:00:00 UTC+0000,5.52
2023-11-28 03:00:00 UTC+0000,8.43
2023-11-28 07:00:00 UTC+0000,13.84
2023-11-28 11:00:00 UTC+0000,12.01
2023-11-28 15:00:00 UTC+0000,48.0
2023-11-28 19:00:00 UTC+0000,11.34
2023-11-28 23:00:00 UTC+0000,4.9
2023-11-29 03:00:00 UTC+0000,8.38
2023-11-29 07:00:00 UTC+0000,12.74
2023-11-29 11:00:00 UTC+0000,10.5
2023-11-29 15:00:00 UTC+0000,36.67
2023-11-29 19:00:00 UTC+0000,10.21
2023-11-29 23:00:00 UTC+0000,4.9
2023-11-30 03:00:00 UTC+0000,12.0
2023-11-30 07:00:00 UTC+0000,30.0
2023-11-30 11:00:00 UTC+0000,15.48
2023-11-30 15:00:00 UTC+0000,71.0
2023-11-30 19:00:00 UTC+0000,12.89
2023-11-30 23:00:00 UTC+0000,5.61
2023-12-01 03:00:00 UTC+0000,14.86
2023-12-01 07:00:00 UTC+0000,39.4
2023-12-01 11:00:00 UTC+0000,17.99
2023-12-01 15:00:00 UTC+0000,64.59
2023-12-01 19:00:00 UTC+0000,17.73
2023-12-01 23:00:00 UTC+0000,5.0
2023-12-02 03:00:00 UTC+0000,10.53
2023-12-02 07:00:00 UTC+0000,22.46
2023-12-02 11:00:00 UTC+0000,12.49
2023-12-02 15:00:00 UTC+0000,43.67
2023-12-02 19:00:00 UTC+0000,12.0
2023-12-02 23:00:00 UTC+0000,4.91
2023-12-03 03:00:00 UTC+0000,9.34
2023-12-03 07:00:00 UTC+0000,17.19
2023-12-03 11:00:00 UTC+0000,10.47
2023-12-03 15:00:00 UTC+0000,35.0
2023-12-03 19:00:00 UTC+0000,10.26
2023-12-03 23:00:00 UTC+0000,4.96
2023-12-04 03:00:00 UTC+0000,10.0
2023-12-04 07:00:00 UTC+0000,17.19
2023-12-04 11:00:00 UTC+0000,10.77
2023-12-04 15:00:00 UTC+0000,32.84
2023-12-04 19:00:00 UTC+0000,10.87
2023-12-04 23:00:00 UTC+0000,4.68
2023-12-05 03:00:00 UTC+0000,8.92
2023-12-05 07:00:00 UTC+0000,16.01
2023-12-05 11:00:00 UTC+0000,9.97
2023-12-05 15:00:00 UTC+0000,33.3
2023-12-05 19:00:00 UTC+0000,9.91
2023-12-05 23:00:00 UTC+0000,9.45
2023-12-06 03:00:00 UTC+0000,30.0
2023-12-06 07:00:00 UTC+0000,60.0
2023-12-06 11:00:00 UTC+0000,54.48
2023-12-06 15:00:00 UTC+0000,79.0
2023-12-06 19:00:00 UTC+0000,10.17
2023-12-06 23:00:00 UTC+0000,6.28
2023-12-07 03:00:00 UTC+0000,14.9
2023-12-07 07:00:00 UTC+0000,35.02
2023-12-07 11:00:00 UTC+0000,19.39
2023-12-07 15:00:00 UTC+0000,38.75
2023-12-07 19:00:00 UTC+0000,9.4
2023-12-07 23:00:00 UTC+0000,5.35
2023-12-08 03:00:00 UTC+0000,11.19
2023-12-08 07:00:00 UTC+0000,22.95
2023-12-08 11:00:00 UTC+0000,13.94
2023-12-08 15:00:00 UTC+0000,29.83
2023-12-08 19:00:00 UTC+0000,9.5
2023-12-08 23:00:00 UTC+0000,8.8
2023-12-09 03:00:00 UTC+0000,9.9
2023-12-09 07:00:00 UTC+0000,18.29
2023-12-09 11:00:00 UTC+0000,10.98
2023-12-09 15:00:00 UTC+0000,23.98
2023-12-09 19:00:00 UTC+0000,19.4
2023-12-09 23:00:00 UTC+0000,6.06
2023-12-10 03:00:00 UTC+0000,8.91
2023-12-10 07:00:00 UTC+0000,14.95
2023-12-10 11:00:00 UTC+0000,9.5
2023-12-10 15:00:00 UTC+0000,19.58
2023-12-10 19:00:00 UTC+0000,10.46
2023-12-10 23:00:00 UTC+0000,7.0
2023-12-11 03:00:00 UTC+0000,13.28
2023-12-11 07:00:00 UTC+0000,16.75
2023-12-11 11:00:00 UTC+0000,10.53
2023-12-11 15:00:00 UTC+0000,20.4
2023-12-11 19:00:00 UTC+0000,10.59
2023-12-11 23:00:00 UTC+0000,8.68
2023-12-12 03:00:00 UTC+0000,13.75
2023-12-12 07:00:00 UTC+0000,22.18
2023-12-12 11:00:00 UTC+0000,10.4
2023-12-12 15:00:00 UTC+0000,19.81
2023-12-12 19:00:00 UTC+0000,9.47
2023-12-12 23:00:00 UTC+0000,6.37
2023-12-13 03:00:00 UTC+0000,11.78
2023-12-13 07:00:00 UTC+0000,17.68
2023-12-13 11:00:00 UTC+0000,9.86
2023-12-13 15:00:00 UTC+0000,18.38
