time (UTC),mFRR-_capacity_marginal_price[(EUR/MW)/h]
2023-10-08 14:00:00 UTC+0000,5.45
2023-10-08 18:00:00 UTC+0000,2.81
2023-10-08 22:00:00 UTC+0000,6.63
2023-10-09 02:00:00 UTC+0000,4.48
2023-10-09 06:00:00 UTC+0000,7.22
2023-10-09 10:00:00 UTC+0000,22.01
2023-10-09 14:00:00 UTC+0000,3.48
2023-10-09 18:00:00 UTC+0000,1.65
2023-10-09 22:00:00 UTC+0000,4.89
2023-10-10 02:00:00 UTC+0000,4.31
2023-10-10 06:00:00 UTC+0000,5.27
2023-10-10 10:00:00 UTC+0000,15.9
2023-10-10 14:00:00 UTC+0000,2.56
2023-10-10 18:00:00 UTC+0000,1.5
2023-10-10 22:00:00 UTC+0000,30.0
2023-10-11 02:00:00 UTC+0000,11.4
2023-10-11 06:00:00 UTC+0000,73.69
2023-10-11 10:00:00 UTC+0000,135.0
2023-10-11 14:00:00 UTC+0000,34.2
2023-10-11 18:00:00 UTC+0000,6.88
2023-10-11 22:00:00 UTC+0000,14.75
2023-10-12 02:00:00 UTC+0000,5.96
2023-10-12 06:00:00 UTC+0000,14.66
2023-10-12 10:00:00 UTC+0000,25.74
2023-10-12 14:00:00 UTC+0000,7.2
2023-10-12 18:00:00 UTC+0000,3.11
2023-10-12 22:00:00 UTC+0000,7.01
2023-10-13 02:00:00 UTC+0000,4.88
2023-10-13 06:00:00 UTC+0000,12.9
2023-10-13 10:00:00 UTC+0000,76.67
2023-10-13 14:00:00 UTC+0000,30.34
2023-10-13 18:00:00 UTC+0000,19.0
2023-10-13 22:00:00 UTC+0000,44.0
2023-10-14 02:00:00 UTC+0000,108.15
2023-10-14 06:00:00 UTC+0000,21.02
2023-10-14 10:00:00 UTC+0000,69.08
2023-10-14 14:00:00 UTC+0000,19.85
2023-10-14 18:00:00 UTC+0000,7.27
2023-10-14 22:00:00 UTC+0000,32.0
2023-10-15 02:00:00 UTC+0000,31.71
2023-10-15 06:00:00 UTC+0000,25.7
2023-10-15 10:00:00 UTC+0000,86.56
2023-10-15 14:00:00 UTC+0000,23.2
2023-10-15 18:00:00 UTC+0000,7.85
2023-10-15 22:00:00 UTC+0000,11.8
2023-10-16 02:00:00 UTC+0000,10.16
2023-10-16 06:00:00 UTC+0000,9.16
2023-10-16 10:00:00 UTC+0000,28.0
2023-10-16 14:00:00 UTC+0000,7.76
2023-10-16 18:00:00 UTC+0000,2.9
2023-10-16 22:00:00 UTC+0000,6.82
2023-10-17 02:00:00 UTC+0000,19.13
2023-10-17 06:00:00 UTC+0000,60.17
2023-10-17 10:00:00 UTC+0000,84.9
2023-10-17 14:00:00 UTC+0000,6.0
2023-10-17 18:00:00 UTC+0000,2.4
2023-10-17 22:00:00 UTC+0000,4.88
2023-10-18 02:00:00 UTC+0000,4.5
2023-10-18 06:00:00 UTC+0000,15.3
2023-10-18 10:00:00 UTC+0000,31.72
2023-10-18 14:00:00 UTC+0000,7.7
2023-10-18 18:00:00 UTC+0000,9.31
2023-10-18 22:00:00 UTC+0000,75.39
2023-10-19 02:00:00 UTC+0000,27.52
2023-10-19 06:00:00 UTC+0000,6.1
2023-10-19 10:00:00 UTC+0000,12.82
2023-10-19 14:00:00 UTC+0000,5.2
2023-10-19 18:00:00 UTC+0000,11.99
2023-10-19 22:00:00 UTC+0000,26.66
2023-10-20 02:00:00 UTC+0000,22.0
2023-10-20 06:00:00 UTC+0000,4.4
2023-10-20 10:00:00 UTC+0000,26.2
2023-10-20 14:00:00 UTC+0000,18.33
2023-10-20 18:00:00 UTC+0000,7.8
2023-10-20 22:00:00 UTC+0000,25.0
2023-10-21 02:00:00 UTC+0000,26.38
2023-10-21 06:00:00 UTC+0000,15.87
2023-10-21 10:00:00 UTC+0000,59.28
2023-10-21 14:00:00 UTC+0000,12.0
2023-10-21 18:00:00 UTC+0000,7.08
2023-10-21 22:00:00 UTC+0000,30.0
2023-10-22 02:00:00 UTC+0000,49.69
2023-10-22 06:00:00 UTC+0000,41.57
2023-10-22 10:00:00 UTC+0000,69.42
2023-10-22 14:00:00 UTC+0000,14.28
2023-10-22 18:00:00 UTC+0000,6.77
2023-10-22 22:00:00 UTC+0000,9.5
2023-10-23 02:00:00 UTC+0000,11.61
2023-10-23 06:00:00 UTC+0000,9.95
2023-10-23 10:00:00 UTC+0000,17.3
2023-10-23 14:00:00 UTC+0000,3.9
2023-10-23 18:00:00 UTC+0000,3.39
2023-10-23 22:00:00 UTC+0000,7.4
2023-10-24 02:00:00 UTC+0000,7.94
2023-10-24 06:00:00 UTC+0000,6.8
2023-10-24 10:00:00 UTC+0000,12.5
2023-10-24 14:00:00 UTC+0000,2.4
2023-10-24 18:00:00 UTC+0000,2.7
2023-10-24 22:00:00 UTC+0000,4.25
2023-10-25 02:00:00 UTC+0000,4.66
2023-10-25 06:00:00 UTC+0000,5.0
2023-10-25 10:00:00 UTC+0000,8.92
2023-10-25 14:00:00 UTC+0000,1.65
2023-10-25 18:00:00 UTC+0000,1.8
2023-10-25 22:00:00 UTC+0000,2.98
2023-10-26 02:00:00 UTC+0000,3.05
2023-10-26 06:00:00 UTC+0000,3.28
2023-10-26 10:00:00 UTC+0000,6.09
2023-10-26 14:00:00 UTC+0000,1.11
2023-10-26 18:00:00 UTC+0000,1.16
2023-10-26 22:00:00 UTC+0000,1.83
2023-10-27 02:00:00 UTC+0000,2.0
2023-10-27 06:00:00 UTC+0000,1.96
2023-10-27 10:00:00 UTC+0000,4.1
2023-10-27 14:00:00 UTC+0000,0.86
2023-10-27 18:00:00 UTC+0000,0.79
2023-10-27 22:00:00 UTC+0000,3.26
2023-10-28 02:00:00 UTC+0000,4.7
2023-10-28 06:00:00 UTC+0000,13.83
2023-10-28 10:00:00 UTC+0000,25.0
2023-10-28 14:00:00 UTC+0000,2.0
2023-10-28 18:00:00 UTC+0000,9.14
2023-10-28 22:00:00 UTC+0000,33.57
2023-10-29 03:00:00 UTC+0000,71.11
2023-10-29 07:00:00 UTC+0000,70.0
2023-10-29 11:00:00 UTC+0000,51.55
2023-10-29 15:00:00 UTC+0000,12.0
2023-10-29 19:00:00 UTC+0000,9.2
2023-10-29 23:00:00 UTC+0000,28.45
2023-10-30 03:00:00 UTC+0000,25.22
2023-10-30 07:00:00 UTC+0000,16.66
2023-10-30 11:00:00 UTC+0000,16.25
2023-10-30 15:00:00 UTC+0000,3.55
2023-10-30 19:00:00 UTC+0000,4.22
2023-10-30 23:00:00 UTC+0000,18.51
2023-10-31 03:00:00 UTC+0000,12.94
2023-10-31 07:00:00 UTC+0000,7.5
2023-10-31 11:00:00 UTC+0000,9.36
2023-10-31 15:00:00 UTC+0000,1.89
2023-10-31 19:00:00 UTC+0000,2.78
2023-10-31 23:00:00 UTC+0000,11.64
2023-11-01 03:00:00 UTC+0000,14.12
2023-11-01 07:00:00 UTC+0000,19.11
2023-11-01 11:00:00 UTC+0000,25.0
2023-11-01 15:00:00 UTC+0000,8.52
2023-11-01 19:00:00 UTC+0000,21.97
2023-11-01 23:00:00 UTC+0000,32.1
2023-11-02 03:00:00 UTC+0000,34.5
2023-11-02 07:00:00 UTC+0000,31.31
2023-11-02 11:00:00 UTC+0000,53.98
2023-11-02 15:00:00 UTC+0000,6.23
2023-11-02 19:00:00 UTC+0000,9.5
2023-11-02 23:00:00 UTC+0000,18.89
2023-11-03 03:00:00 UTC+0000,14.07
2023-11-03 07:00:00 UTC+0000,10.12
2023-11-03 11:00:00 UTC+0000,20.0
2023-11-03 15:00:00 UTC+0000,4.7
2023-11-03 19:00:00 UTC+0000,9.0
2023-11-03 23:00:00 UTC+0000,12.7
2023-11-04 03:00:00 UTC+0000,12.68
2023-11-04 07:00:00 UTC+0000,14.0
2023-11-04 11:00:00 UTC+0000,20.0
2023-11-04 15:00:00 UTC+0000,5.69
2023-11-04 19:00:00 UTC+0000,19.9
2023-11-04 23:00:00 UTC+0000,18.24
2023-11-05 03:00:00 UTC+0000,19.3
2023-11-05 07:00:00 UTC+0000,18.0
2023-11-05 11:00:00 UTC+0000,21.0
2023-11-05 15:00:00 UTC+0000,4.7
2023-11-05 19:00:00 UTC+0000,20.71
2023-11-05 23:00:00 UTC+0000,47.67
2023-11-06 03:00:00 UTC+0000,29.28
2023-11-06 07:00:00 UTC+0000,23.09
2023-11-06 11:00:00 UTC+0000,23.0
2023-11-06 15:00:00 UTC+0000,3.02
2023-11-06 19:00:00 UTC+0000,9.95
2023-11-06 23:00:00 UTC+0000,29.7
2023-11-07 03:00:00 UTC+0000,21.0
2023-11-07 07:00:00 UTC+0000,12.6
2023-11-07 11:00:00 UTC+0000,19.0
2023-11-07 15:00:00 UTC+0000,2.71
2023-11-07 19:00:00 UTC+0000,6.79
2023-11-07 23:00:00 UTC+0000,22.12
2023-11-08 03:00:00 UTC+0000,11.0
2023-11-08 07:00:00 UTC+0000,6.7
2023-11-08 11:00:00 UTC+0000,11.07
2023-11-08 15:00:00 UTC+0000,1.84
2023-11-08 19:00:00 UTC+0000,4.64
2023-11-08 23:00:00 UTC+0000,17.5
2023-11-09 03:00:00 UTC+0000,10.92
2023-11-09 07:00:00 UTC+0000,4.55
2023-11-09 11:00:00 UTC+0000,7.4
2023-11-09 15:00:00 UTC+0000,1.27
2023-11-09 19:00:00 UTC+0000,3.51
2023-11-09 23:00:00 UTC+0000,18.72
2023-11-10 03:00:00 UTC+0000,7.89
2023-11-10 07:00:00 UTC+0000,2.8
2023-11-10 11:00:00 UTC+0000,4.13
2023-11-10 15:00:00 UTC+0000,0.94
2023-11-10 19:00:00 UTC+0000,3.33
2023-11-10 23:00:00 UTC+0000,11.1
2023-11-11 03:00:00 UTC+0000,9.05
2023-11-11 07:00:00 UTC+0000,2.8
2023-11-11 11:00:00 UTC+0000,6.45
2023-11-11 15:00:00 UTC+0000,1.1
2023-11-11 19:00:00 UTC+0000,2.75
2023-11-11 23:00:00 UTC+0000,9.15
2023-11-12 03:00:00 UTC+0000,6.5
2023-11-12 07:00:00 UTC+0000,4.88
2023-11-12 11:00:00 UTC+0000,4.88
2023-11-12 15:00:00 UTC+0000,1.1
2023-11-12 19:00:00 UTC+0000,1.95
2023-11-12 23:00:00 UTC+0000,5.99
2023-11-13 03:00:00 UTC+0000,4.38
2023-11-13 07:00:00 UTC+0000,2.7
2023-11-13 11:00:00 UTC+0000,3.12
2023-11-13 15:00:00 UTC+0000,1.6
2023-11-13 19:00:00 UTC+0000,49.97
2023-11-13 23:00:00 UTC+0000,74.68
2023-11-14 03:00:00 UTC+0000,51.84
2023-11-14 07:00:00 UTC+0000,21.21
2023-11-14 11:00:00 UTC+0000,15.38
2023-11-14 15:00:00 UTC+0000,1.4
2023-11-14 19:00:00 UTC+0000,7.45
2023-11-14 23:00:00 UTC+0000,16.07
2023-11-15 03:00:00 UTC+0000,10.62
2023-11-15 07:00:00 UTC+0000,5.52
2023-11-15 11:00:00 UTC+0000,4.57
2023-11-15 15:00:00 UTC+0000,0.93
2023-11-15 19:00:00 UTC+0000,3.06
2023-11-15 23:00:00 UTC+0000,12.56
2023-11-16 03:00:00 UTC+0000,6.39
2023-11-16 07:00:00 UTC+0000,2.9
2023-11-16 11:00:00 UTC+0000,2.68
2023-11-16 15:00:00 UTC+0000,0.71
2023-11-16 19:00:00 UTC+0000,1.84
2023-11-16 23:00:00 UTC+0000,7.53
2023-11-17 03:00:00 UTC+0000,3.88
2023-11-17 07:00:00 UTC+0000,1.58
2023-11-17 11:00:00 UTC+0000,1.55
2023-11-17 15:00:00 UTC+0000,0.69
2023-11-17 19:00:00 UTC+0000,1.24
2023-11-17 23:00:00 UTC+0000,5.13
2023-11-18 03:00:00 UTC+0000,3.45
2023-11-18 07:00:00 UTC+0000,1.57
2023-11-18 11:00:00 UTC+0000,1.77
2023-11-18 15:00:00 UTC+0000,1.1
2023-11-18 19:00:00 UTC+0000,6.2
2023-11-18 23:00:00 UTC+0000,62.0
2023-11-19 03:00:00 UTC+0000,44.0
2023-11-19 07:00:00 UTC+0000,43.39
2023-11-19 11:00:00 UTC+0000,60.2
2023-11-19 15:00:00 UTC+0000,9.0
2023-11-19 19:00:00 UTC+0000,17.53
2023-11-19 23:00:00 UTC+0000,32.38
2023-11-20 03:00:00 UTC+0000,16.56
2023-11-20 07:00:00 UTC+0000,9.93
2023-11-20 11:00:00 UTC+0000,13.5
2023-11-20 15:00:00 UTC+0000,2.8
2023-11-20 19:00:00 UTC+0000,6.0
2023-11-20 23:00:00 UTC+0000,12.1
2023-11-21 03:00:00 UTC+0000,7.0
2023-11-21 07:00:00 UTC+0000,3.6
2023-11-21 11:00:00 UTC+0000,4.3
2023-11-21 15:00:00 UTC+0000,1.31
2023-11-21 19:00:00 UTC+0000,2.99
2023-11-21 23:00:00 UTC+0000,5.8
2023-11-22 03:00:00 UTC+0000,3.88
2023-11-22 07:00:00 UTC+0000,1.74
2023-11-22 11:00:00 UTC+0000,2.51
2023-11-22 15:00:00 UTC+0000,1.46
2023-11-22 19:00:00 UTC+0000,5.1
2023-11-22 23:00:00 UTC+0000,43.9
2023-11-23 03:00:00 UTC+0000,37.69
2023-11-23 07:00:00 UTC+0000,26.82
2023-11-23 11:00:00 UTC+0000,28.0
2023-11-23 15:00:00 UTC+0000,37.14
2023-11-23 19:00:00 UTC+0000,66.0
2023-11-23 23:00:00 UTC+0000,48.7
2023-11-24 03:00:00 UTC+0000,19.44
2023-11-24 07:00:00 UTC+0000,10.87
2023-11-24 11:00:00 UTC+0000,10.89
2023-11-24 15:00:00 UTC+0000,13.43
2023-11-24 19:00:00 UTC+0000,16.44
2023-11-24 23:00:00 UTC+0000,28.0
2023-11-25 03:00:00 UTC+0000,11.75
2023-11-25 07:00:00 UTC+0000,5.89
2023-11-25 11:00:00 UTC+0000,5.0
2023-11-25 15:00:00 UTC+0000,4.9
2023-11-25 19:00:00 UTC+0000,7.0
2023-11-25 23:00:00 UTC+0000,9.6
2023-11-26 03:00:00 UTC+0000,4.6
2023-11-26 07:00:00 UTC+0000,2.08
2023-11-26 11:00:00 UTC+0000,1.8
2023-11-26 15:00:00 UTC+0000,1.79
2023-11-26 19:00:00 UTC+0000,2.58
2023-11-26 23:00:00 UTC+0000,4.18
2023-11-27 03:00:00 UTC+0000,2.1
2023-11-27 07:00:00 UTC+0000,1.05
2023-11-27 11:00:00 UTC+0000,1.0
2023-11-27 15:00:00 UTC+0000,0.94
2023-11-27 19:00:00 UTC+0000,1.4
2023-11-27 23:00:00 UTC+0000,9.0
2023-11-28 03:00:00 UTC+0000,7.68
2023-11-28 07:00:00 UTC+0000,0.9
2023-11-28 11:00:00 UTC+0000,0.7
2023-11-28 15:00:00 UTC+0000,0.7
2023-11-28 19:00:00 UTC+0000,0.74
2023-11-28 23:00:00 UTC+0000,5.23
2023-11-29 03:00:00 UTC+0000,3.97
2023-11-29 07:00:00 UTC+0000,2.0
2023-11-29 11:00:00 UTC+0000,2.0
2023-11-29 15:00:00 UTC+0000,0.93
2023-11-29 19:00:00 UTC+0000,0.89
2023-11-29 23:00:00 UTC+0000,4.62
2023-11-30 03:00:00 UTC+0000,3.08
2023-11-30 07:00:00 UTC+0000,1.33
2023-11-30 11:00:00 UTC+0000,1.3
2023-11-30 15:00:00 UTC+0000,0.97
2023-11-30 19:00:00 UTC+0000,1.05
2023-11-30 23:00:00 UTC+0000,3.85
2023-12-01 03:00:00 UTC+0000,3.14
2023-12-01 07:00:00 UTC+0000,1.31
2023-12-01 11:00:00 UTC+0000,1.14
2023-12-01 15:00:00 UTC+0000,0.96
2023-12-01 19:00:00 UTC+0000,1.07
2023-12-01 23:00:00 UTC+0000,3.52
2023-12-02 03:00:00 UTC+0000,2.88
2023-12-02 07:00:00 UTC+0000,1.1
2023-12-02 11:00:00 UTC+0000,0.85
2023-12-02 15:00:00 UTC+0000,1.03
2023-12-02 19:00:00 UTC+0000,1.11
2023-12-02 23:00:00 UTC+0000,3.0
2023-12-03 03:00:00 UTC+0000,2.17
2023-12-03 07:00:00 UTC+0000,1.14
2023-12-03 11:00:00 UTC+0000,0.81
2023-12-03 15:00:00 UTC+0000,0.79
2023-12-03 19:00:00 UTC+0000,1.2
2023-12-03 23:00:00 UTC+0000,2.47
2023-12-04 03:00:00 UTC+0000,1.79
2023-12-04 07:00:00 UTC+0000,0.71
2023-12-04 11:00:00 UTC+0000,0.54
2023-12-04 15:00:00 UTC+0000,0.57
2023-12-04 19:00:00 UTC+0000,0.84
2023-12-04 23:00:00 UTC+0000,1.67
2023-12-05 03:00:00 UTC+0000,1.56
2023-12-05 07:00:00 UTC+0000,0.49
2023-12-05 11:00:00 UTC+0000,0.39
2023-12-05 15:00:00 UTC+0000,0.36
2023-12-05 19:00:00 UTC+0000,0.65
2023-12-05 23:00:00 UTC+0000,0.99
2023-12-06 03:00:00 UTC+0000,0.94
2023-12-06 07:00:00 UTC+0000,0.5
2023-12-06 11:00:00 UTC+0000,0.42
2023-12-06 15:00:00 UTC+0000,0.33
2023-12-06 19:00:00 UTC+0000,0.41
2023-12-06 23:00:00 UTC+0000,0.73
2023-12-07 03:00:00 UTC+0000,0.69
2023-12-07 07:00:00 UTC+0000,0.2
2023-12-07 11:00:00 UTC+0000,0.23
2023-12-07 15:00:00 UTC+0000,0.23
2023-12-07 19:00:00 UTC+0000,0.39
2023-12-07 23:00:00 UTC+0000,5.54
2023-12-08 03:00:00 UTC+0000,3.29
2023-12-08 07:00:00 UTC+0000,0.14
2023-12-08 11:00:00 UTC+0000,0.16
2023-12-08 15:00:00 UTC+0000,0.18
2023-12-08 19:00:00 UTC+0000,1.92
2023-12-08 23:00:00 UTC+0000,4.01
2023-12-09 03:00:00 UTC+0000,2.58
2023-12-09 07:00:00 UTC+0000,0.45
2023-12-09 11:00:00 UTC+0000,0.32
2023-12-09 15:00:00 UTC+0000,0.43
2023-12-09 19:00:00 UTC+0000,16.58
2023-12-09 23:00:00 UTC+0000,61.85
2023-12-10 03:00:00 UTC+0000,49.0
2023-12-10 07:00:00 UTC+0000,12.14
2023-12-10 11:00:00 UTC+0000,5.1
2023-12-10 15:00:00 UTC+0000,1.37
2023-12-10 19:00:00 UTC+0000,5.85
2023-12-10 23:00:00 UTC+0000,19.89
2023-12-11 03:00:00 UTC+0000,14.64
2023-12-11 07:00:00 UTC+0000,3.9
2023-12-11 11:00:00 UTC+0000,2.88
2023-12-11 15:00:00 UTC+0000,0.92
2023-12-11 19:00:00 UTC+0000,2.9
2023-12-11 23:00:00 UTC+0000,8.84
2023-12-12 03:00:00 UTC+0000,6.55
2023-12-12 07:00:00 UTC+0000,1.91
2023-12-12 11:00:00 UTC+0000,1.5
2023-12-12 15:00:00 UTC+0000,0.62
2023-12-12 19:00:00 UTC+0000,2.0
2023-12-12 23:00:00 UTC+0000,7.93
2023-12-13 03:00:00 UTC+0000,3.93
2023-12-13 07:00:00 UTC+0000,1.16
2023-12-13 11:00:00 UTC+0000,1.34
2023-12-13 15:00:00 UTC+0000,0.47
2023-12-13 19:00:00 UTC+0000,1.36
2023-12-13 23:00:00 UTC+0000,4.7
2023-12-14 03:00:00 UTC+0000,2.52
2023-12-14 07:00:00 UTC+0000,0.77
2023-12-14 11:00:00 UTC+0000,0.75
2023-12-14 15:00:00 UTC+0000,0.3
2023-12-14 19:00:00 UTC+0000,0.89
2023-12-14 23:00:00 UTC+0000,3.2
2023-12-15 03:00:00 UTC+0000,1.7
2023-12-15 07:00:00 UTC+0000,0.75
2023-12-15 11:00:00 UTC+0000,0.62
2023-12-15 15:00:00 UTC+0000,0.25
2023-12-15 19:00:00 UTC+0000,0.75
2023-12-15 23:00:00 UTC+0000,3.46
2023-12-16 03:00:00 UTC+0000,3.85
2023-12-16 07:00:00 UTC+0000,1.35
2023-12-16 11:00:00 UTC+0000,1.76
2023-12-16 15:00:00 UTC+0000,0.75
2023-12-16 19:00:00 UTC+0000,6.67
2023-12-16 23:00:00 UTC+0000,49.06
2023-12-17 03:00:00 UTC+0000,50.0
2023-12-17 07:00:00 UTC+0000,7.0
2023-12-17 11:00:00 UTC+0000,3.5
2023-12-17 15:00:00 UTC+0000,1.0
2023-12-17 19:00:00 UTC+0000,13.0
2023-12-17 23:00:00 UTC+0000,44.0
2023-12-18 03:00:00 UTC+0000,18.52
2023-12-18 07:00:00 UTC+0000,3.0
2023-12-18 11:00:00 UTC+0000,1.97
2023-12-18 15:00:00 UTC+0000,0.9
2023-12-18 19:00:00 UTC+0000,7.19
2023-12-18 23:00:00 UTC+0000,20.43
2023-12-19 03:00:00 UTC+0000,10.3
2023-12-19 07:00:00 UTC+0000,1.75
2023-12-19 11:00:00 UTC+0000,1.11
2023-12-19 15:00:00 UTC+0000,0.6
2023-12-19 19:00:00 UTC+0000,4.46
2023-12-19 23:00:00 UTC+0000,15.4
2023-12-20 03:00:00 UTC+0000,7.0
2023-12-20 07:00:00 UTC+0000,1.8
2023-12-20 11:00:00 UTC+0000,1.47
2023-12-20 15:00:00 UTC+0000,2.0
2023-12-20 19:00:00 UTC+0000,3.5
2023-12-20 23:00:00 UTC+0000,21.79
2023-12-21 03:00:00 UTC+0000,15.21
2023-12-21 07:00:00 UTC+0000,3.99
2023-12-21 11:00:00 UTC+0000,3.54
2023-12-21 15:00:00 UTC+0000,9.0
2023-12-21 19:00:00 UTC+0000,12.5
2023-12-21 23:00:00 UTC+0000,32.33
2023-12-22 03:00:00 UTC+0000,27.5
2023-12-22 07:00:00 UTC+0000,7.13
2023-12-22 11:00:00 UTC+0000,8.06
2023-12-22 15:00:00 UTC+0000,8.18
2023-12-22 19:00:00 UTC+0000,11.19
2023-12-22 23:00:00 UTC+0000,30.0
2023-12-23 03:00:00 UTC+0000,27.8
2023-12-23 07:00:00 UTC+0000,5.48
2023-12-23 11:00:00 UTC+0000,5.42
2023-12-23 15:00:00 UTC+0000,5.5
2023-12-23 19:00:00 UTC+0000,8.9
2023-12-23 23:00:00 UTC+0000,25.37
2023-12-24 03:00:00 UTC+0000,25.93
2023-12-24 07:00:00 UTC+0000,11.21
2023-12-24 11:00:00 UTC+0000,8.74
2023-12-24 15:00:00 UTC+0000,6.99
2023-12-24 19:00:00 UTC+0000,25.73
2023-12-24 23:00:00 UTC+0000,21.33
2023-12-25 03:00:00 UTC+0000,23.0
2023-12-25 07:00:00 UTC+0000,9.25
2023-12-25 11:00:00 UTC+0000,6.77
2023-12-25 15:00:00 UTC+0000,4.78
2023-12-25 19:00:00 UTC+0000,16.22
2023-12-25 23:00:00 UTC+0000,21.0
2023-12-26 03:00:00 UTC+0000,19.0
2023-12-26 07:00:00 UTC+0000,10.53
2023-12-26 11:00:00 UTC+0000,16.91
2023-12-26 15:00:00 UTC+0000,6.19
2023-12-26 19:00:00 UTC+0000,9.86
2023-12-26 23:00:00 UTC+0000,13.2
2023-12-27 03:00:00 UTC+0000,13.44
2023-12-27 07:00:00 UTC+0000,5.38
2023-12-27 11:00:00 UTC+0000,4.7
2023-12-27 15:00:00 UTC+0000,3.18
2023-12-27 19:00:00 UTC+0000,6.19
2023-12-27 23:00:00 UTC+0000,64.25
2023-12-28 03:00:00 UTC+0000,32.99
2023-12-28 07:00:00 UTC+0000,5.2
2023-12-28 11:00:00 UTC+0000,4.3
2023-12-28 15:00:00 UTC+0000,2.83
2023-12-28 19:00:00 UTC+0000,6.17
2023-12-28 23:00:00 UTC+0000,31.72
2023-12-29 03:00:00 UTC+0000,23.91
2023-12-29 07:00:00 UTC+0000,57.33
2023-12-29 11:00:00 UTC+0000,8.28
2023-12-29 15:00:00 UTC+0000,4.04
2023-12-29 19:00:00 UTC+0000,6.35
2023-12-29 23:00:00 UTC+0000,29.67
2023-12-30 03:00:00 UTC+0000,19.0
2023-12-30 07:00:00 UTC+0000,24.34
2023-12-30 11:00:00 UTC+0000,4.88
2023-12-30 15:00:00 UTC+0000,2.62
2023-12-30 19:00:00 UTC+0000,5.75
2023-12-30 23:00:00 UTC+0000,26.0
2023-12-31 03:00:00 UTC+0000,32.33
2023-12-31 07:00:00 UTC+0000,21.38
2023-12-31 11:00:00 UTC+0000,40.0
2023-12-31 15:00:00 UTC+0000,3.29
2023-12-31 19:00:00 UTC+0000,9.01
2023-12-31 23:00:00 UTC+0000,22.45
2024-01-01 03:00:00 UTC+0000,22.39
2024-01-01 07:00:00 UTC+0000,22.76
2024-01-01 11:00:00 UTC+0000,26.27
2024-01-01 15:00:00 UTC+0000,6.28
2024-01-01 19:00:00 UTC+0000,7.22
2024-01-01 23:00:00 UTC+0000,19.38
2024-01-02 03:00:00 UTC+0000,18.64
2024-01-02 07:00:00 UTC+0000,9.1
2024-01-02 11:00:00 UTC+0000,9.5
2024-01-02 15:00:00 UTC+0000,3.48
2024-01-02 19:00:00 UTC+0000,4.91
2024-01-02 23:00:00 UTC+0000,32.15
2024-01-03 03:00:00 UTC+0000,27.02
2024-01-03 07:00:00 UTC+0000,7.5
2024-01-03 11:00:00 UTC+0000,9.25
2024-01-03 15:00:00 UTC+0000,2.8
2024-01-03 19:00:00 UTC+0000,4.34
2024-01-03 23:00:00 UTC+0000,28.37
2024-01-04 03:00:00 UTC+0000,20.25
2024-01-04 07:00:00 UTC+0000,4.94
2024-01-04 11:00:00 UTC+0000,6.0
2024-01-04 15:00:00 UTC+0000,2.12
2024-01-04 19:00:00 UTC+0000,3.0
2024-01-04 23:00:00 UTC+0000,12.3
2024-01-05 03:00:00 UTC+0000,9.87
2024-01-05 07:00:00 UTC+0000,3.6
2024-01-05 11:00:00 UTC+0000,3.95
2024-01-05 15:00:00 UTC+0000,1.52
2024-01-05 19:00:00 UTC+0000,2.0
2024-01-05 23:00:00 UTC+0000,7.27
2024-01-06 03:00:00 UTC+0000,7.2
2024-01-06 07:00:00 UTC+0000,2.38
2024-01-06 11:00:00 UTC+0000,2.5
2024-01-06 15:00:00 UTC+0000,1.04
2024-01-06 19:00:00 UTC+0000,1.7
2024-01-06 23:00:00 UTC+0000,5.05
2024-01-07 03:00:00 UTC+0000,12.09
2024-01-07 07:00:00 UTC+0000,1.75
2024-01-07 11:00:00 UTC+0000,1.43
2024-01-07 15:00:00 UTC+0000,0.56
2024-01-07 19:00:00 UTC+0000,1.19
2024-01-07 23:00:00 UTC+0000,4.52
2024-01-08 03:00:00 UTC+0000,4.88
2024-01-08 07:00:00 UTC+0000,1.05
2024-01-08 11:00:00 UTC+0000,0.96
2024-01-08 15:00:00 UTC+0000,0.37
2024-01-08 19:00:00 UTC+0000,0.79
2024-01-08 23:00:00 UTC+0000,3.19
2024-01-09 03:00:00 UTC+0000,3.4
2024-01-09 07:00:00 UTC+0000,0.77
2024-01-09 11:00:00 UTC+0000,0.69
2024-01-09 15:00:00 UTC+0000,0.49
2024-01-09 19:00:00 UTC+0000,0.9
2024-01-09 23:00:00 UTC+0000,2.28
2024-01-10 03:00:00 UTC+0000,2.29
2024-01-10 07:00:00 UTC+0000,0.61
2024-01-10 11:00:00 UTC+0000,0.63
2024-01-10 15:00:00 UTC+0000,0.28
2024-01-10 19:00:00 UTC+0000,0.68
2024-01-10 23:00:00 UTC+0000,3.12
2024-01-11 03:00:00 UTC+0000,1.82
2024-01-11 07:00:00 UTC+0000,0.75
2024-01-11 11:00:00 UTC+0000,0.45
2024-01-11 15:00:00 UTC+0000,0.2
2024-01-11 19:00:00 UTC+0000,0.62
2024-01-11 23:00:00 UTC+0000,1.6
2024-01-12 03:00:00 UTC+0000,1.31
2024-01-12 07:00:00 UTC+0000,0.9
2024-01-12 11:00:00 UTC+0000,0.35
2024-01-12 15:00:00 UTC+0000,0.2
2024-01-12 19:00:00 UTC+0000,0.46
2024-01-12 23:00:00 UTC+0000,7.0
2024-01-13 03:00:00 UTC+0000,2.8
2024-01-13 07:00:00 UTC+0000,1.21
